"event_id","vendor","model_names","aa_names","official_date","source_url","source_title","source_type","confidence","notes"
"AIT-2025-04-008","Alibaba","Qwen 3","Qwen3 235B A22B (Reasoning); Qwen3 32B (Reasoning); Qwen3 30B A3B (Reasoning)","2025-04-29","https://qwenlm.github.io/blog/qwen3/","Qwen3: Think Deeper, Act Faster","official_technical_blog","high","Official Qwen blog date differs from AA date by one day."
"AIT-2025-05-009","DeepSeek","R1-0528","DeepSeek R1 0528 (May '25)","2025-05-28","https://api-docs.deepseek.com/news/news250528","DeepSeek-R1-0528 Release","official_api_announcement","high","DeepSeek API Docs news page carries the release date."
"AIT-2025-07-005","Alibaba","Qwen3-235B-A22B-Instruct-2507; Qwen3-Coder","Qwen3 235B A22B 2507 Instruct; Qwen3 Coder 480B A35B Instruct","2025-07-21; 2025-07-22","https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507; https://qwenlm.github.io/blog/qwen3-coder/","Qwen3-235B-A22B-Instruct-2507; Qwen3-Coder: Agentic Coding in the World","official_model_card; official_technical_blog","medium","Qwen3-Coder date is directly from official Qwen blog. The 2507 Instruct date is from the official Qwen Hugging Face model card and AA release date because no separate dated Qwen blog was found."
"AIT-2025-07-006","Kimi","Kimi K2","Kimi K2","2025-07-11","https://www.kimi.com/en/blog/kimi-k2","Kimi K2: Open Agentic Intelligence","official_research_page","high","Kimi research index lists Kimi K2 with date 2025/07/11 and links this page."
"AIT-2025-07-007","Z AI","GLM-4.5","GLM-4.5 (Reasoning)","2025-07-28","https://z.ai/blog/glm-4.5","GLM-4.5: Reasoning, Coding, and Agentic Abilities","official_blog_js_rendered","medium","Official Z.ai blog URL and title identified; static read did not expose page date, but official references and first-party model card point to this release."
"AIT-2025-08-006","DeepSeek","DeepSeek V3.1","DeepSeek V3.1 (Reasoning)","2025-08-21","https://api-docs.deepseek.com/news/news250821","DeepSeek-V3.1 Release","official_api_announcement","high","DeepSeek API Docs news page carries the release date."
"AIT-2025-09-005","Alibaba","Qwen-3-Max","Qwen3 Max","2025-09-24","https://qwen.ai/blog/qwen3-max","Qwen3-Max: Just Scale it","official_blog_js_rendered","medium","Official Qwen new-site page is JS-rendered in static tools. Search/index evidence identifies the official title and 2025-09-24 date; AA date is one day earlier."
"AIT-2025-09-006","Alibaba","Wan 2.5","Wan 2.5 Preview","","","","no_official_source_found","low","No official Alibaba/Wan technical blog or first-party announcement was found for exact model name Wan 2.5 Preview in targeted searches."
"AIT-2025-09-009","DeepSeek","DeepSeek-V3.2-Exp","DeepSeek V3.2 Exp (Reasoning)","2025-09-29","https://api-docs.deepseek.com/news/news250929","Introducing DeepSeek-V3.2-Exp","official_api_announcement","high","DeepSeek API Docs news page carries the release date."
"AIT-2025-11-001","Kimi","Kimi K2 Thinking","Kimi K2 Thinking","2025-11-06","https://www.kimi.com/en/blog/kimi-k2-thinking","Kimi K2 Thinking","official_research_page","high","Kimi research index lists Kimi K2 Thinking with date 2025/11/06 and links this page."
"AIT-2025-12-007","Z AI","GLM-4.7","GLM-4.7 (Reasoning)","2025-12-22","https://z.ai/blog/glm-4.7","GLM-4.7","official_blog_js_rendered","medium","Official Z.ai blog URL and first-party Hugging Face model card were found, but static read did not expose page date. Keep as medium confidence."
"AIT-2025-12-008","Alibaba","Z-Image-Turbo; Qwen-Image-2512","Z-Image Turbo; Qwen Image Max 2512","","","","no_official_source_found","low","No official Alibaba/Qwen technical blog or first-party announcement was found for exact names Z-Image-Turbo or Qwen-Image-2512. Z-Image naming may require vendor verification."
"AIT-2026-01-003","Kimi","Kimi K2.5","Kimi K2.5 (Reasoning)","2026-01-27","https://www.kimi.com/en/blog/kimi-k2-5","Kimi K2.5: Visual Agentic Intelligence","official_research_page","high","Official Kimi page and research index carry the 2026/01/27 release."
"AIT-2026-02-005","Z AI","GLM-5","GLM-5 (Reasoning)","2026-02-11","https://z.ai/blog/glm-5","GLM-5: From Vibe Coding to Agentic Engineering","official_blog_js_rendered","medium","Official Z.ai blog URL and first-party Hugging Face model card were found, but static read did not expose page date. Keep as medium confidence."
