entity_id,event_id,year,month,month_num,event_order,entity_order,entity_name,entity_type,entity_classification_reason,inferred_creator,inferred_modality,event_text,is_special,source,match_level,match_score,aa_record_key,aa_name,aa_slug,aa_creator,aa_modality,aa_release_date,aa_url,top_candidates_json,needs_review
AIT-2024-06-006-E01,AIT-2024-06-006,2024,June,6,58,1,Florence 2,model,model-family or model-context clue,Microsoft,language,Microsoft releases in open source a series of image recognition models called Florence 2 .,False,AI Timeline _data/timeline.yml,low,0.7429,text-to-speech:c8b0b07c-26a7-444c-a8ff-c412a3d433b7,MAI-Voice-1,mai-voice-1,Microsoft,text-to-speech,,https://artificialanalysis.ai/models/mai-voice-1,"[{""score"": 0.7429, ""name"": ""MAI-Voice-1"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""mai-voice-1""}, {""score"": 0.7267, ""name"": ""Azure HD 2.5"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""azure-hd-2-5""}, {""score"": 0.7267, ""name"": ""Azure Neural"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""azure-neural""}, {""score"": 0.7267, ""name"": ""VibeVoice 7B"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""vibe-voice-7b""}, {""score"": 0.7122, ""name"": ""MAI-Transcribe-1"", ""creator"": ""Microsoft"", ""modality"": ""speech-to-text"", ""slug"": """"}]",True
AIT-2024-07-003-E01,AIT-2024-07-003,2024,July,7,62,1,Codestral Mamba,model,model-family or model-context clue,Mistral,language,"mistral ai releases three new models: Codestral Mamba , Mistral NeMo and Mathstral designed for mathematics",False,AI Timeline _data/timeline.yml,medium,0.8507,language:7a7b52f6-fdef-4dae-9203-58c710ccc81d,Mistral Saba,mistral-saba,Mistral,language,2025-02-17,https://artificialanalysis.ai/models/mistral-saba,"[{""score"": 0.8507, ""name"": ""Mistral Saba"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-saba""}, {""score"": 0.8426, ""name"": ""Devstral Medium"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""devstral-medium""}, {""score"": 0.8405, ""name"": ""Devstral 2"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""devstral-2""}, {""score"": 0.8292, ""name"": ""Devstral Small (May '25)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""devstral-small-2505""}, {""score"": 0.826, ""name"": ""Devstral Small 2"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""devstral-small-2""}]",True
AIT-2024-07-003-E03,AIT-2024-07-003,2024,July,7,62,3,Mathstral,model,model-family or model-context clue,Mistral,language,"mistral ai releases three new models: Codestral Mamba , Mistral NeMo and Mathstral designed for mathematics",False,AI Timeline _data/timeline.yml,medium,0.8168,language:7a7b52f6-fdef-4dae-9203-58c710ccc81d,Mistral Saba,mistral-saba,Mistral,language,2025-02-17,https://artificialanalysis.ai/models/mistral-saba,"[{""score"": 0.8168, ""name"": ""Mistral Saba"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-saba""}, {""score"": 0.8029, ""name"": ""Devstral 2"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""devstral-2""}, {""score"": 0.7933, ""name"": ""Mistral Small (Sep '24)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-small""}, {""score"": 0.7933, ""name"": ""Mistral Small (Feb '24)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-small-2402""}, {""score"": 0.7779, ""name"": ""Ministral 3 3B"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""ministral-3-3b""}]",True
AIT-2024-07-004-E01,AIT-2024-07-004,2024,July,7,63,1,AlphaProof,model,model-family or model-context clue,Google,language,"Google DeepMind has unveiled two new AI systems that won silver medals at this year's International Mathematical Olympiad (IMO), AlphaProof and AlphaGeometry 2 .",True,AI Timeline _data/timeline.yml,low,0.6886,music-instrumental:82bc3b6a-ff83-416d-b32f-7bd6824ff376,Lyria 3 Pro,,Google,music-instrumental,,,"[{""score"": 0.6886, ""name"": ""Lyria 3 Pro"", ""creator"": ""Google"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.6886, ""name"": ""Lyria 3 Pro"", ""creator"": ""Google"", ""modality"": ""music-with-vocals"", ""slug"": """"}, {""score"": 0.685, ""name"": ""Standard"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""standard""}, {""score"": 0.66, ""name"": ""PALM-2"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""palm-2""}, {""score"": 0.6406, ""name"": ""Neural2"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""neural2""}]",True
AIT-2024-07-004-E02,AIT-2024-07-004,2024,July,7,63,2,AlphaGeometry 2,model,model-family or model-context clue,Google,language,"Google DeepMind has unveiled two new AI systems that won silver medals at this year's International Mathematical Olympiad (IMO), AlphaProof and AlphaGeometry 2 .",True,AI Timeline _data/timeline.yml,low,0.7457,language:515852e7-ba9c-4571-8cf9-82ad6b45f22f,PALM-2,palm-2,Google,language,2023-05-10,https://artificialanalysis.ai/models/palm-2,"[{""score"": 0.7457, ""name"": ""PALM-2"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""palm-2""}, {""score"": 0.7267, ""name"": ""Veo 2"", ""creator"": ""Google"", ""modality"": ""text-to-video"", ""slug"": ""veo-2""}, {""score"": 0.7267, ""name"": ""Veo 2"", ""creator"": ""Google"", ""modality"": ""image-to-video"", ""slug"": ""veo-2""}, {""score"": 0.7267, ""name"": ""Chirp 2, Google"", ""creator"": ""Google"", ""modality"": ""speech-to-text"", ""slug"": """"}, {""score"": 0.7267, ""name"": ""Lyria 2"", ""creator"": ""Google"", ""modality"": ""music-instrumental"", ""slug"": """"}]",True
AIT-2024-08-005-E01,AIT-2024-08-005,2024,August,8,73,1,Phi 3.5,model,model-family or model-context clue,Microsoft,language,"Microsoft has introduced its small language models, Phi 3.5 , in three versions, each showcasing impressive performance relative to their size.",False,AI Timeline _data/timeline.yml,medium,0.7659,language:ded8d96e-835f-4359-947a-a4c3bb78e983,Phi-3 Mini Instruct 3.8B,phi-3-mini,Microsoft,language,2024-04-23,https://artificialanalysis.ai/models/phi-3-mini,"[{""score"": 0.7659, ""name"": ""Phi-3 Mini Instruct 3.8B"", ""creator"": ""Microsoft"", ""modality"": ""language"", ""slug"": ""phi-3-mini""}, {""score"": 0.7267, ""name"": ""Phi-4"", ""creator"": ""Microsoft"", ""modality"": ""language"", ""slug"": ""phi-4""}, {""score"": 0.6667, ""name"": ""OpenChat 3.5 (1210)"", ""creator"": ""OpenChat"", ""modality"": ""language"", ""slug"": ""openchat-35""}, {""score"": 0.6667, ""name"": ""Pika 2.5"", ""creator"": ""Pika Art"", ""modality"": ""text-to-video"", ""slug"": ""pika-2-5""}, {""score"": 0.6667, ""name"": ""Pika 1.5"", ""creator"": ""Pika Art"", ""modality"": ""text-to-video"", ""slug"": ""pika-1-5""}]",True
AIT-2024-08-008-E01,AIT-2024-08-008,2024,August,8,76,1,Dream Machine 1.5,model,model-family or model-context clue,Luma,text-to-video,Luma has unveiled the Dream Machine 1.5 model for video creation.,False,AI Timeline _data/timeline.yml,low,0.7027,text-to-image:1308be83-54a3-4284-880e-bd31996a9225,HiDream-O1-Image-1.5,hidream-o1-image-1-5,HiDream,text-to-image,2026-06,https://artificialanalysis.ai/models/hidream-o1-image-1-5,"[{""score"": 0.7027, ""name"": ""HiDream-O1-Image-1.5"", ""creator"": ""HiDream"", ""modality"": ""text-to-image"", ""slug"": ""hidream-o1-image-1-5""}, {""score"": 0.6897, ""name"": ""Dreamina 3.1"", ""creator"": ""Bytedance"", ""modality"": ""text-to-image"", ""slug"": ""dreamina-3-1""}, {""score"": 0.6486, ""name"": ""HiDream-E1.1"", ""creator"": ""HiDream"", ""modality"": ""image-editing"", ""slug"": ""hidream-e1-1""}, {""score"": 0.6452, ""name"": ""Jamba 1.5 Mini"", ""creator"": ""AI21 Labs"", ""modality"": ""language"", ""slug"": ""jamba-1-5-mini""}, {""score"": 0.64, ""name"": ""Mochi 1"", ""creator"": ""Genmo"", ""modality"": ""text-to-video"", ""slug"": ""mochi-1""}]",True
AIT-2024-09-001-E01,AIT-2024-09-001,2024,September,9,77,1,Pixtral12B,model,model-family or model-context clue,Mistral,language,"The French AI company Mistral has introduced Pixtral12B , its first multimodal model capable of processing both images and text.",False,AI Timeline _data/timeline.yml,medium,0.8292,language:de0beaf0-c951-487a-8eb4-3dd12e74122c,Pixtral Large,pixtral-large-2411,Mistral,language,2024-11-18,https://artificialanalysis.ai/models/pixtral-large-2411,"[{""score"": 0.8292, ""name"": ""Pixtral Large"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""pixtral-large-2411""}, {""score"": 0.7968, ""name"": ""Mistral Saba"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-saba""}, {""score"": 0.7917, ""name"": ""Ministral 3 14B"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""ministral-3-14b""}, {""score"": 0.7822, ""name"": ""Devstral 2"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""devstral-2""}, {""score"": 0.7627, ""name"": ""Voxtral TTS"", ""creator"": ""Mistral"", ""modality"": ""text-to-speech"", ""slug"": ""voxtral-tts""}]",True
AIT-2024-10-002-E01,AIT-2024-10-002,2024,October,10,88,1,Movie Gen,model,model-family or model-context clue,Meta,text-to-video,"Meta unveils Movie Gen , a new AI model that generates videos, images, and audio from text input.",False,AI Timeline _data/timeline.yml,medium,0.8007,music-instrumental:ee2e7e87-4130-4c63-ab1a-97d3b17e7e3c,MusicGen,,Meta,music-instrumental,,,"[{""score"": 0.8007, ""name"": ""MusicGen"", ""creator"": ""Meta"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.6764, ""name"": ""Mochi 1"", ""creator"": ""Genmo"", ""modality"": ""text-to-video"", ""slug"": ""mochi-1""}, {""score"": 0.64, ""name"": ""Grok Voice Agent"", ""creator"": ""xAI"", ""modality"": ""speech-to-speech"", ""slug"": ""grok-voice""}, {""score"": 0.6154, ""name"": ""MetaVoice v1"", ""creator"": ""MetaVoice"", ""modality"": ""text-to-speech"", ""slug"": ""metavoice-v1""}, {""score"": 0.6117, ""name"": ""Muse Spark"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""muse-spark""}]",True
AIT-2024-10-005-E01,AIT-2024-10-005,2024,October,10,91,1,Aria,model,model-family or model-context clue,Rhymes AI,language,"Startup Rhymes AI releases Aria , an opensource, multimodal model exhibiting capabilities similar to comparably sized proprietary models.",False,AI Timeline _data/timeline.yml,medium,0.78,speech-to-text:88ba5688-920d-411d-a341-5f21d27ead16,"Solaria-1, Gladia",,Gladia,speech-to-text,,,"[{""score"": 0.78, ""name"": ""Solaria-1, Gladia"", ""creator"": ""Gladia"", ""modality"": ""speech-to-text"", ""slug"": """"}, {""score"": 0.78, ""name"": ""Solaria-3, Gladia"", ""creator"": ""Gladia"", ""modality"": ""speech-to-text"", ""slug"": """"}, {""score"": 0.6364, ""name"": ""Arcana v3"", ""creator"": ""Rime"", ""modality"": ""text-to-speech"", ""slug"": ""rime-arcana""}, {""score"": 0.5455, ""name"": ""Lyria 2"", ""creator"": ""Google"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.5, ""name"": ""Sarvam M (Reasoning)"", ""creator"": ""Sarvam"", ""modality"": ""language"", ""slug"": ""sarvam-m-reasoning""}]",True
AIT-2024-10-006-E01,AIT-2024-10-006,2024,October,10,92,1,Meta Spirit LM,model,model-family or model-context clue,Meta,text-to-speech,Meta releases an opensource speechtospeech language model named Meta Spirit LM .,False,AI Timeline _data/timeline.yml,low,0.685,language:adf9a85e-abc3-4f28-937b-db6655cc5238,Llama 4 Scout,llama-4-scout,Meta,language,2025-04-05,https://artificialanalysis.ai/models/llama-4-scout,"[{""score"": 0.685, ""name"": ""Llama 4 Scout"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-4-scout""}, {""score"": 0.6117, ""name"": ""Muse Spark"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""muse-spark""}, {""score"": 0.5785, ""name"": ""MusicGen"", ""creator"": ""Meta"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.56, ""name"": ""Llama 65B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-65b""}, {""score"": 0.5337, ""name"": ""Llama 3 Instruct 8B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-3-instruct-8b""}]",True
AIT-2024-10-009-E01,AIT-2024-10-009,2024,October,10,95,1,Fluid,model,model-family or model-context clue,Google,text-to-image,"Google DeepMind and MIT unveil Fluid , a texttoimage generation model with industryleading performance at a scale of 10.5B parameters.",False,AI Timeline _data/timeline.yml,medium,0.78,text-to-speech:02265a20-67bc-4892-89d0-f54545b6b4a1,Studio,studio,Google,text-to-speech,,https://artificialanalysis.ai/models/studio,"[{""score"": 0.78, ""name"": ""Studio"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""studio""}, {""score"": 0.7523, ""name"": ""Lyria 2"", ""creator"": ""Google"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.7, ""name"": ""PALM-2"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""palm-2""}, {""score"": 0.6807, ""name"": ""Chirp 3: HD"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""chirp3-hd""}, {""score"": 0.6754, ""name"": ""Journey"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""journey""}]",True
AIT-2024-11-006-E01,AIT-2024-11-006,2024,November,11,106,1,gemini-exp-1114,model,model-family or model-context clue,Google,language,"Google introduced two experimental models, gemini-exp-1114 and gemini-exp-1121 , currently leading the arena chatbot with enhanced performance.",False,AI Timeline _data/timeline.yml,low,0.6807,language:2ac96b67-f4f8-4c8c-ac08-c7510faa7bb9,Gemini 1.5 Pro (Sep '24),gemini-1-5-pro,Google,language,2024-09-24,https://artificialanalysis.ai/models/gemini-1-5-pro,"[{""score"": 0.6807, ""name"": ""Gemini 1.5 Pro (Sep '24)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-5-pro""}, {""score"": 0.6807, ""name"": ""Gemini 1.5 Pro (May '24)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-5-pro-may-2024""}, {""score"": 0.6807, ""name"": ""Gemini 3.1 Flash TTS"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""gemini-3-1-tts""}, {""score"": 0.6667, ""name"": ""GPT-4.1 mini"", ""creator"": ""OpenAI"", ""modality"": ""language"", ""slug"": ""gpt-4-1-mini""}, {""score"": 0.6526, ""name"": ""Gemini 3 Pro Preview (high)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-pro""}]",True
