entity_id,event_id,year,month,month_num,event_order,entity_order,entity_name,entity_type,entity_classification_reason,inferred_creator,inferred_modality,event_text,is_special,source,match_level,match_score,aa_record_key,aa_name,aa_slug,aa_creator,aa_modality,aa_release_date,aa_url,top_candidates_json,needs_review
AIT-2022-12-001-E01,AIT-2022-12-001,2022,December,12,11,1,Stable Diffusion 2.1,model,model-family or model-context clue,,text-to-image,Stable Diffusion 2.1 is released.,False,AI Timeline _data/timeline.yml,exact_or_near_exact,1.0,text-to-image:73bcd079-f0cf-4dc9-ba28-9c8170d72538,Stable Diffusion 2.1,stable-diffusion-2-1,Stability.ai,text-to-image,2022-12,https://artificialanalysis.ai/models/stable-diffusion-2-1,"[{""score"": 1.0, ""name"": ""Stable Diffusion 2.1"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-2-1""}, {""score"": 0.99, ""name"": ""Stable Diffusion 1.6"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-1-6""}, {""score"": 0.99, ""name"": ""Stable Diffusion 1.5"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-1-5""}, {""score"": 0.9237, ""name"": ""Stable Diffusion XL 1.0"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-xl-1-0""}, {""score"": 0.8582, ""name"": ""Stable Diffusion 3 Large"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-3-large""}]",False
AIT-2023-02-001-E01,AIT-2023-02-001,2023,February,2,12,1,LLaMA,model,model-family or model-context clue,Meta,language,Meta releases the LLaMA language model as open-source for research purposes. The model is later leaked.,True,AI Timeline _data/timeline.yml,exact_or_near_exact,0.98,language:976cc8ad-7904-4056-83c5-960181f47d5f,Llama 3.3 Instruct 70B,llama-3-3-instruct-70b,Meta,language,2024-12-06,https://artificialanalysis.ai/models/llama-3-3-instruct-70b,"[{""score"": 0.98, ""name"": ""Llama 3.3 Instruct 70B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-3-3-instruct-70b""}, {""score"": 0.98, ""name"": ""Llama 3.1 Instruct 405B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-3-1-instruct-405b""}, {""score"": 0.98, ""name"": ""Llama 3.2 Instruct 90B (Vision)"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-3-2-instruct-90b-vision""}, {""score"": 0.98, ""name"": ""Llama 3.2 Instruct 11B (Vision)"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-3-2-instruct-11b-vision""}, {""score"": 0.98, ""name"": ""Llama 4 Maverick"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-4-maverick""}]",False
AIT-2023-03-001-E01,AIT-2023-03-001,2023,March,3,14,1,Midjourney v5,model,model-family or model-context clue,Midjourney,text-to-image,Midjourney v5 is launched.,False,AI Timeline _data/timeline.yml,exact_or_near_exact,1.0,text-to-image:ec8ee994-cfd0-4b8c-b244-14265c95290b,Midjourney v6,midjourney-v6,Midjourney,text-to-image,2023-12,https://artificialanalysis.ai/models/midjourney-v6,"[{""score"": 1.0, ""name"": ""Midjourney v6"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v6""}, {""score"": 1.0, ""name"": ""Midjourney v6.1"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v6-1""}, {""score"": 1.0, ""name"": ""Midjourney V1"", ""creator"": ""Midjourney"", ""modality"": ""image-to-video"", ""slug"": ""midjourney-v1""}, {""score"": 0.9519, ""name"": ""Midjourney v7 Alpha"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v7-alpha""}, {""score"": 0.78, ""name"": ""Journey"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""journey""}]",False
AIT-2023-03-002-E01,AIT-2023-03-002,2023,March,3,15,1,GPT-4,model,model-family or model-context clue,,language,"OpenAI's GPT-4 model is partially released, featuring multimodal image analysis and improved multi-language support.",True,AI Timeline _data/timeline.yml,exact_or_near_exact,1.0,language:6a7c0e25-1dcb-4b15-8495-a8536a9da051,GPT-4,gpt-4,OpenAI,language,2023-03-14,https://artificialanalysis.ai/models/gpt-4,"[{""score"": 1.0, ""name"": ""GPT-4"", ""creator"": ""OpenAI"", ""modality"": ""language"", ""slug"": ""gpt-4""}, {""score"": 0.92, ""name"": ""GPT-4o (Aug '24)"", ""creator"": ""OpenAI"", ""modality"": ""language"", ""slug"": ""gpt-4o-2024-08-06""}, {""score"": 0.92, ""name"": ""GPT-4o (May '24)"", ""creator"": ""OpenAI"", ""modality"": ""language"", ""slug"": ""gpt-4o-2024-05-13""}, {""score"": 0.92, ""name"": ""GPT-4 Turbo"", ""creator"": ""OpenAI"", ""modality"": ""language"", ""slug"": ""gpt-4-turbo""}, {""score"": 0.92, ""name"": ""GPT-4o (Nov '24)"", ""creator"": ""OpenAI"", ""modality"": ""language"", ""slug"": ""gpt-4o""}]",False
AIT-2023-04-001-E01,AIT-2023-04-001,2023,April,4,17,1,Firefly,model,model-family or model-context clue,Adobe,text-to-image,Adobe releases the Firefly image creation model as a beta version to a waiting list. The model allowed a variety of capabilities including text formatting.,False,AI Timeline _data/timeline.yml,exact_or_near_exact,1.0,text-to-image:b105beac-bf45-4781-9f37-d64180849865,Firefly Image 5 Preview,adobe-firefly_firefly-image-5--preview,Adobe,text-to-image,2025-10,https://artificialanalysis.ai/models/adobe-firefly_firefly-image-5--preview,"[{""score"": 1.0, ""name"": ""Firefly Image 5 Preview"", ""creator"": ""Adobe"", ""modality"": ""text-to-image"", ""slug"": ""adobe-firefly_firefly-image-5--preview""}, {""score"": 1.0, ""name"": ""Firefly Image 4"", ""creator"": ""Adobe"", ""modality"": ""text-to-image"", ""slug"": ""firefly-image-4""}, {""score"": 1.0, ""name"": ""Firefly Image 3"", ""creator"": ""Adobe"", ""modality"": ""text-to-image"", ""slug"": ""firefly-image-3""}, {""score"": 0.98, ""name"": ""Firefly Image 5 Preview"", ""creator"": ""Adobe"", ""modality"": ""image-editing"", ""slug"": ""adobe-firefly_firefly-image-5--preview""}, {""score"": 0.5455, ""name"": ""FLM-Audio"", ""creator"": ""Cofe AI"", ""modality"": ""speech-to-speech"", ""slug"": ""flm-audio""}]",False
AIT-2023-05-001-E01,AIT-2023-05-001,2023,May,5,18,1,Midjourney v5.1,model,model-family or model-context clue,Midjourney,text-to-image,Midjourney v5.1 is released.,False,AI Timeline _data/timeline.yml,exact_or_near_exact,1.0,text-to-image:3838ac21-dbc9-4438-bbf3-3cf49f4e47c8,Midjourney v6.1,midjourney-v6-1,Midjourney,text-to-image,2024-07,https://artificialanalysis.ai/models/midjourney-v6-1,"[{""score"": 1.0, ""name"": ""Midjourney v6.1"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v6-1""}, {""score"": 0.9886, ""name"": ""Midjourney V1"", ""creator"": ""Midjourney"", ""modality"": ""image-to-video"", ""slug"": ""midjourney-v1""}, {""score"": 0.9571, ""name"": ""Midjourney v6"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v6""}, {""score"": 0.8647, ""name"": ""Midjourney v7 Alpha"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v7-alpha""}, {""score"": 0.78, ""name"": ""Journey"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""journey""}]",False
AIT-2023-05-002-E01,AIT-2023-05-002,2023,May,5,19,1,PaLM 2,model,model-family or model-context clue,Google,language,"Google announces an upgrade to Bard, moving it to the upgraded PaLM 2 language model. It will support 180 countries and many languages.",False,AI Timeline _data/timeline.yml,exact_or_near_exact,1.0,language:515852e7-ba9c-4571-8cf9-82ad6b45f22f,PALM-2,palm-2,Google,language,2023-05-10,https://artificialanalysis.ai/models/palm-2,"[{""score"": 1.0, ""name"": ""PALM-2"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""palm-2""}, {""score"": 0.8007, ""name"": ""Neural2"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""neural2""}, {""score"": 0.8007, ""name"": ""Lyria 2"", ""creator"": ""Google"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.78, ""name"": ""Veo 2"", ""creator"": ""Google"", ""modality"": ""text-to-video"", ""slug"": ""veo-2""}, {""score"": 0.78, ""name"": ""Veo 2"", ""creator"": ""Google"", ""modality"": ""image-to-video"", ""slug"": ""veo-2""}]",False
AIT-2023-06-001-E01,AIT-2023-06-001,2023,June,6,20,1,Midjourney v5.2,model,model-family or model-context clue,Midjourney,text-to-image,Midjourney v5.2 is launched.,False,AI Timeline _data/timeline.yml,exact_or_near_exact,0.9667,text-to-image:3838ac21-dbc9-4438-bbf3-3cf49f4e47c8,Midjourney v6.1,midjourney-v6-1,Midjourney,text-to-image,2024-07,https://artificialanalysis.ai/models/midjourney-v6-1,"[{""score"": 0.9667, ""name"": ""Midjourney v6.1"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v6-1""}, {""score"": 0.9571, ""name"": ""Midjourney v6"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v6""}, {""score"": 0.9171, ""name"": ""Midjourney V1"", ""creator"": ""Midjourney"", ""modality"": ""image-to-video"", ""slug"": ""midjourney-v1""}, {""score"": 0.8647, ""name"": ""Midjourney v7 Alpha"", ""creator"": ""Midjourney"", ""modality"": ""text-to-image"", ""slug"": ""midjourney-v7-alpha""}, {""score"": 0.78, ""name"": ""Journey"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""journey""}]",False
AIT-2023-07-001-E01,AIT-2023-07-001,2023,July,7,21,1,Stable Diffusion XL 1.0,model,model-family or model-context clue,,text-to-image,Stable Diffusion XL 1.0 is released.,False,AI Timeline _data/timeline.yml,exact_or_near_exact,1.0,text-to-image:41f427f0-d987-4189-a811-098baaac6397,Stable Diffusion XL 1.0,stable-diffusion-xl-1-0,Stability.ai,text-to-image,2023-07,https://artificialanalysis.ai/models/stable-diffusion-xl-1-0,"[{""score"": 1.0, ""name"": ""Stable Diffusion XL 1.0"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-xl-1-0""}, {""score"": 0.9237, ""name"": ""Stable Diffusion 1.6"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-1-6""}, {""score"": 0.9237, ""name"": ""Stable Diffusion 2.1"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-2-1""}, {""score"": 0.9237, ""name"": ""Stable Diffusion 1.5"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-1-5""}, {""score"": 0.806, ""name"": ""Stable Diffusion 3 Large"", ""creator"": ""Stability.ai"", ""modality"": ""text-to-image"", ""slug"": ""stable-diffusion-3-large""}]",False
AIT-2023-07-002-E01,AIT-2023-07-002,2023,July,7,22,1,Claude 2,model,model-family or model-context clue,Anthropic,language,Anthropic announces a new version of their large language model - Claude 2 .,False,AI Timeline _data/timeline.yml,exact_or_near_exact,1.0,language:ddc748d0-6a9b-466b-8d6c-68417980d56d,Claude 2.0,claude-2,Anthropic,language,2023-07-11,https://artificialanalysis.ai/models/claude-2,"[{""score"": 1.0, ""name"": ""Claude 2.0"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-2""}, {""score"": 1.0, ""name"": ""Claude 2.1"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-21""}, {""score"": 0.8893, ""name"": ""Claude 3 Opus"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-3-opus""}, {""score"": 0.8695, ""name"": ""Claude 3 Haiku"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-3-haiku""}, {""score"": 0.8695, ""name"": ""Claude Instant"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-instant""}]",False
AIT-2023-07-003-E01,AIT-2023-07-003,2023,July,7,23,1,LLaMA 2,model,model-family or model-context clue,Meta,language,Meta releases the LLaMA 2 open source language model to the general public in a variety of sizes.,False,AI Timeline _data/timeline.yml,exact_or_near_exact,0.98,language:ffd65ef7-fbdb-4145-98ae-b5d01cda770b,Llama 2 Chat 7B,llama-2-chat-7b,Meta,language,2023-07-18,https://artificialanalysis.ai/models/llama-2-chat-7b,"[{""score"": 0.98, ""name"": ""Llama 2 Chat 7B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-2-chat-7b""}, {""score"": 0.98, ""name"": ""Llama 2 Chat 70B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-2-chat-70b""}, {""score"": 0.98, ""name"": ""Llama 2 Chat 13B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-2-chat-13b""}, {""score"": 0.9062, ""name"": ""Llama 65B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-65b""}, {""score"": 0.7933, ""name"": ""Llama 4 Scout"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-4-scout""}]",False
AIT-2023-10-001-E01,AIT-2023-10-001,2023,October,10,24,1,DALL-E 3,model,model-family or model-context clue,,text-to-image,DALL-E 3 is released.,False,AI Timeline _data/timeline.yml,exact_or_near_exact,0.9733,text-to-image:d959db75-771f-4561-ac19-cbc28b0521b3,DALLE 3,dalle-3,OpenAI,text-to-image,2023-09,https://artificialanalysis.ai/models/dalle-3,"[{""score"": 0.9733, ""name"": ""DALLE 3"", ""creator"": ""OpenAI"", ""modality"": ""text-to-image"", ""slug"": ""dalle-3""}, {""score"": 0.84, ""name"": ""DALLE 2"", ""creator"": ""OpenAI"", ""modality"": ""text-to-image"", ""slug"": ""dalle-2""}, {""score"": 0.8178, ""name"": ""DALLE 3 HD"", ""creator"": ""OpenAI"", ""modality"": ""text-to-image"", ""slug"": ""dalle-3-hd""}, {""score"": 0.5556, ""name"": ""Hailuo 2.3"", ""creator"": ""MiniMax"", ""modality"": ""text-to-video"", ""slug"": ""hailuo-2-3-prompt-enhancement""}, {""score"": 0.5556, ""name"": ""Hailuo 2.3"", ""creator"": ""MiniMax"", ""modality"": ""image-to-video"", ""slug"": ""hailuo-2-3-prompt-enhancement""}]",False
