final_event_id,company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
FMR-0001,QCOM,Meta,1,0,0,0,0,0,0,0,M,Edge/on-device AI inference chips (Snapdragon NPU)
FMR-0001,SHOP,Meta,0,0,1,0,0,0,0,0,M,Shopify Magic AI features core to product
FMR-0001,APP,Meta,0,0,1,0,0,0,0,0,H,AppLovin AXON engine — AI-powered ad optimization IS the product
FMR-0001,NOW,Meta,0,0,1,0,0,0,0,0,H,Now Assist GenAI copilot across all products
FMR-0001,ADBE,Meta,0,0,1,0,0,0,0,0,H,Firefly generative AI in Creative Cloud
FMR-0001,SNPS,Meta,0,0,1,0,0,0,0,0,H,Synopsys.ai — AI-powered EDA chip design
FMR-0001,CDNS,Meta,0,0,1,0,0,0,0,0,H,Cerebrus — AI chip design automation
FMR-0001,HUT,Meta,0,0,0,1,0,0,0,0,M,Pivoting to AI/HPC hosting; transitional from crypto mining
FMR-0001,STX,Meta,1,0,0,0,0,0,0,0,M,Data center storage solutions for AI workloads
FMR-0001,MRVL,Meta,1,0,0,0,0,0,0,0,H,Custom AI accelerators and data center networking silicon
FMR-0001,SNOW,Meta,0,0,1,0,0,0,0,0,H,Cortex AI integrates LLMs into data cloud
FMR-0001,3690 HK,Meta,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
FMR-0001,IFX GR,Meta,1,0,0,0,0,0,0,0,M,Power management semiconductors for data centers
FMR-0001,FTNT,Meta,0,0,1,0,0,0,0,0,M,FortiAI threat detection
FMR-0001,5803 JP,Meta,1,0,0,0,0,0,0,0,L,Power systems and industrial equipment for data centers — indirect
FMR-0001,NXPI,Meta,1,0,0,0,0,0,0,0,L,Edge AI processors for automotive and IoT; weak link to LLM training
FMR-0001,3443 TT,Meta,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
FMR-0001,6702 JP,Meta,0,0,0,0,1,0,0,0,H,IT services with AI solutions for enterprise digital transformation
FMR-0001,TRI,Meta,0,0,1,0,0,0,0,0,M,AI-powered legal tax and news information tools as core product offering
FMR-0001,6701 JP,Meta,0,0,0,0,1,0,0,0,H,IT services and AI/biometrics solutions for enterprise clients
FMR-0001,BIDU,Meta,0,0,0,0,0,1,0,0,H,ERNIE models compete with all foundation model creators
FMR-0001,DDOG,Meta,0,0,1,0,0,0,0,0,M,AI-powered observability; Bits AI
FMR-0001,6954 JP,Meta,0,0,0,1,0,0,0,0,M,AI in consumer electronics and industrial products; core is electronics manufacturing
FMR-0001,WDAY,Meta,0,0,1,0,0,0,0,0,M,Workday AI embedded in HCM/finance
FMR-0001,ERIC,Meta,0,0,0,1,0,0,0,0,M,AI-powered network optimization; core is telecom infrastructure
FMR-0001,CRWV,Meta,0,0,0,1,0,0,0,0,L,AI features in healthcare IT platform; limited evidence of deep integration
FMR-0001,TDC,Meta,0,0,1,0,0,0,0,0,M,ClearScape AI analytics
FMR-0001,GEHC,Meta,0,0,0,1,0,0,0,0,H,AI medical imaging and diagnostics; core business is medical devices
FMR-0001,TIETO FH,Meta,0,0,0,0,1,0,0,0,H,Nordic IT services with dedicated AI practice for enterprise clients
FMR-0001,EXPN LN,Meta,0,0,1,0,0,0,0,0,M,Proprietary data combined with AI-enhanced analytics as core product delivery
FMR-0001,ZS,Meta,0,0,1,0,0,0,0,0,M,AI-powered zero trust security
FMR-0001,CYBR,Meta,0,0,1,0,0,0,0,0,M,AI-based identity security
FMR-0001,STNE,Meta,0,0,0,1,0,0,0,0,L,AI in payments processing; core is fintech
FMR-0001,PATH,Meta,0,0,1,0,0,0,0,0,H,AI-powered RPA; integrates LLMs
FMR-0001,4755 JP,Meta,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
FMR-0001,HPE,Meta,1,0,0,0,1,0,0,0,M,AI servers and HPC systems; enterprise AI/ML solutions and consulting
FMR-0001,TEMN SW,Meta,0,0,1,0,0,0,0,0,M,GenAI banking platform features
FMR-0001,PONY,Meta,0,0,0,1,0,0,0,0,M,Autonomous driving uses AI; core is mobility
FMR-0001,TWLO,Meta,0,0,1,0,0,0,0,0,M,CustomerAI platform; LLM-powered comms
FMR-0001,G,Meta,0,0,0,0,1,0,0,0,H,BPO services with AI automation helping clients transform operations
FMR-0001,DXC,Meta,0,0,0,0,1,0,0,0,H,IT outsourcing with AI-augmented service offerings for enterprise clients
FMR-0001,AMBA,Meta,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
FMR-0001,OKTA,Meta,0,0,1,0,0,0,0,0,M,AI identity threat detection
FMR-0001,WRD,Meta,0,0,0,0,0,0,0,0,L,Rugged computing; very limited AI relevance; conservative coding all 0
FMR-0001,PEGA,Meta,0,0,1,0,0,0,0,0,M,GenAI Blueprint; AI process automation
FMR-0001,6588 JP,Meta,0,0,0,1,0,0,0,0,L,AI in infrastructure and storage systems; diversified industrial conglomerate
FMR-0001,WKL NA,Meta,0,0,1,0,0,0,0,0,M,AI-enhanced professional information services for legal health and tax
FMR-0001,SOUN,Meta,0,0,1,0,0,0,0,0,H,SoundHound voice AI platform
FMR-0001,2395 TT,Meta,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
FMR-0001,CCC,Meta,0,0,1,0,0,0,0,0,H,AI-powered claims processing for insurance
FMR-0001,2353 TT,Meta,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
FMR-0001,6758 JP,Meta,0,0,0,1,0,0,0,0,M,AI deployed in gaming imaging and entertainment; diversified conglomerate
FMR-0001,SNAP,Meta,0,0,0,1,0,0,0,0,H,My AI chatbot and AR filters; core is social messaging
FMR-0001,ZBRA,Meta,0,0,0,1,0,0,0,0,M,AI deployed in supply chain/warehouse automation; core business is enterprise tracking
FMR-0001,NICE,Meta,0,0,1,0,0,0,0,0,M,CXone AI for contact centers
FMR-0001,AMP IM,Meta,0,0,0,1,0,0,0,0,L,AI for hearing aid fitting optimization; core is hearing solutions retail
FMR-0001,SMCI,Meta,1,0,0,0,0,0,0,0,H,GPU server systems and liquid cooling for AI data centers
FMR-0001,QUBT,Meta,0,0,0,0,0,0,0,0,L,No meaningful LLM relationship — quantum-AI optimization marginal
FMR-0001,WIX,Meta,0,0,1,0,0,0,0,0,M,AI website builder; AI text/image generation
FMR-0001,TTD,Meta,0,0,1,0,0,0,0,0,M,Kokai AI-powered ad bidding
FMR-0001,AI,Meta,0,0,1,0,0,0,0,0,H,C3.ai — entire business is AI platform
FMR-0002,005930 KS,Google,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
FMR-0002,GOOGL,Google,0,1,0,0,0,0,0,1,H,Alphabet is Google's listed parent; R2:GCP cloud infrastructure even as owner (adjudicated)
FMR-0002,MU,Google,1,0,0,0,0,0,0,0,H,HBM and DRAM memory for AI training/inference
FMR-0002,AMD,Google,1,0,0,0,0,0,0,0,H,MI-series AI accelerators and EPYC CPUs for AI training/inference
FMR-0002,000660 KS,Google,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
FMR-0002,BABA,Google,0,1,0,0,0,1,0,0,H,Alibaba Cloud hosts AI workloads; Qwen competes
FMR-0002,TSM,Google,1,0,0,0,0,0,0,0,H,Fabricates AI chips for NVIDIA/AMD and other AI silicon designers
FMR-0002,TSLA,Google,0,0,0,1,0,0,0,0,H,FSD uses AI; core is automotive/energy
FMR-0002,AAPL,Google,0,0,0,0,0,1,0,0,M,Apple Intelligence competes with all foundation model creators
FMR-0002,AVGO,Google,1,0,0,0,0,0,0,0,H,Custom AI accelerators (e.g. Google TPU) and data center networking
FMR-0002,CSCO,Google,0,0,0,1,0,0,0,0,M,AI-powered networking and security products; core business is networking equipment
FMR-0002,700 HK,Google,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
FMR-0002,NVDA,Google,1,0,0,0,0,0,0,0,H,GPU supplier for AI training/inference; dominant AI accelerator provider
FMR-0002,AMZN,Google,0,1,0,0,0,1,0,0,H,AWS hosts AI workloads; Titan/Nova competes
FMR-0002,PLTR,Google,0,0,1,0,0,0,0,0,H,AIP platform directly integrates LLMs
FMR-0002,IBM,Google,0,0,0,0,1,1,0,0,H,AI consulting services (watsonx) plus own Granite foundation models competing with creators
FMR-0002,MSFT,Google,0,1,1,0,0,1,0,0,H,Azure hosts AI workloads; Copilot integrates AI; Phi competes
FMR-0002,META,Google,0,0,0,0,0,1,0,0,H,Llama competes with all foundation model creators
FMR-0002,SIE GR,Google,0,0,0,1,0,0,0,0,H,Industrial AI digital twin and automation; core business is industrial technology
FMR-0002,CRM,Google,0,0,1,0,0,0,0,0,H,Einstein GPT/Agentforce
FMR-0002,NFLX,Google,0,0,0,1,0,0,0,0,M,AI recommendation engine; core business is streaming
FMR-0002,ORCL,Google,0,1,0,0,0,0,0,0,H,OCI used for AI training workloads
FMR-0002,INTC,Google,1,0,0,0,0,0,0,0,H,Gaudi AI accelerators and Xeon CPUs for AI workloads
FMR-0002,ACN,Google,0,0,0,0,1,0,0,0,H,Global IT consulting with major GenAI practice helping clients adopt AI
FMR-0002,UBER,Google,0,0,0,1,0,0,0,0,H,AI routing/pricing optimization; core is transportation
FMR-0002,QCOM,Google,1,0,0,0,0,0,0,0,M,Edge/on-device AI inference chips (Snapdragon NPU)
FMR-0002,SHOP,Google,0,0,1,0,0,0,0,0,M,Shopify Magic AI features core to product
FMR-0002,APP,Google,0,0,1,0,0,0,0,0,H,AppLovin AXON engine — AI-powered ad optimization IS the product
FMR-0002,NOW,Google,0,0,1,0,0,0,0,0,H,Now Assist GenAI copilot across all products
FMR-0002,ADBE,Google,0,0,1,0,0,0,0,0,H,Firefly generative AI in Creative Cloud
FMR-0002,SNPS,Google,0,0,1,0,0,0,0,0,H,Synopsys.ai — AI-powered EDA chip design
FMR-0002,CDNS,Google,0,0,1,0,0,0,0,0,H,Cerebrus — AI chip design automation
FMR-0002,HUT,Google,0,0,0,1,0,0,0,0,M,Pivoting to AI/HPC hosting; transitional from crypto mining
FMR-0002,STX,Google,1,0,0,0,0,0,0,0,M,Data center storage solutions for AI workloads
FMR-0002,MRVL,Google,1,0,0,0,0,0,0,0,H,Custom AI accelerators and data center networking silicon
FMR-0002,SNOW,Google,0,0,1,0,0,0,0,0,H,Cortex AI integrates LLMs into data cloud
FMR-0002,3690 HK,Google,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
FMR-0002,IFX GR,Google,1,0,0,0,0,0,0,0,M,Power management semiconductors for data centers
FMR-0002,FTNT,Google,0,0,1,0,0,0,0,0,M,FortiAI threat detection
FMR-0002,5803 JP,Google,1,0,0,0,0,0,0,0,L,Power systems and industrial equipment for data centers — indirect
FMR-0002,NXPI,Google,1,0,0,0,0,0,0,0,L,Edge AI processors for automotive and IoT; weak link to LLM training
FMR-0002,3443 TT,Google,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
FMR-0002,6702 JP,Google,0,0,0,0,1,0,0,0,H,IT services with AI solutions for enterprise digital transformation
FMR-0002,TRI,Google,0,0,1,0,0,0,0,0,M,AI-powered legal tax and news information tools as core product offering
FMR-0002,6701 JP,Google,0,0,0,0,1,0,0,0,H,IT services and AI/biometrics solutions for enterprise clients
FMR-0002,BIDU,Google,0,0,0,0,0,1,0,0,H,ERNIE models compete with all foundation model creators
FMR-0002,DDOG,Google,0,0,1,0,0,0,0,0,M,AI-powered observability; Bits AI
FMR-0002,6954 JP,Google,0,0,0,1,0,0,0,0,M,AI in consumer electronics and industrial products; core is electronics manufacturing
FMR-0002,WDAY,Google,0,0,1,0,0,0,0,0,M,Workday AI embedded in HCM/finance
FMR-0002,ERIC,Google,0,0,0,1,0,0,0,0,M,AI-powered network optimization; core is telecom infrastructure
FMR-0002,CRWV,Google,0,0,0,1,0,0,0,0,L,AI features in healthcare IT platform; limited evidence of deep integration
FMR-0002,TDC,Google,0,0,1,0,0,0,0,0,M,ClearScape AI analytics
FMR-0002,GEHC,Google,0,0,0,1,0,0,0,0,H,AI medical imaging and diagnostics; core business is medical devices
FMR-0002,TIETO FH,Google,0,0,0,0,1,0,0,0,H,Nordic IT services with dedicated AI practice for enterprise clients
FMR-0002,EXPN LN,Google,0,0,1,0,0,0,0,0,M,Proprietary data combined with AI-enhanced analytics as core product delivery
FMR-0002,ZS,Google,0,0,1,0,0,0,0,0,M,AI-powered zero trust security
FMR-0002,CYBR,Google,0,0,1,0,0,0,0,0,M,AI-based identity security
FMR-0002,STNE,Google,0,0,0,1,0,0,0,0,L,AI in payments processing; core is fintech
FMR-0002,PATH,Google,0,0,1,0,0,0,0,0,H,AI-powered RPA; integrates LLMs
FMR-0002,4755 JP,Google,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
FMR-0002,HPE,Google,1,0,0,0,1,0,0,0,M,AI servers and HPC systems; enterprise AI/ML solutions and consulting
FMR-0002,TEMN SW,Google,0,0,1,0,0,0,0,0,M,GenAI banking platform features
FMR-0002,PONY,Google,0,0,0,1,0,0,0,0,M,Autonomous driving uses AI; core is mobility
FMR-0002,TWLO,Google,0,0,1,0,0,0,0,0,M,CustomerAI platform; LLM-powered comms
FMR-0002,G,Google,0,0,0,0,1,0,0,0,H,BPO services with AI automation helping clients transform operations
FMR-0002,DXC,Google,0,0,0,0,1,0,0,0,H,IT outsourcing with AI-augmented service offerings for enterprise clients
FMR-0002,AMBA,Google,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
FMR-0002,OKTA,Google,0,0,1,0,0,0,0,0,M,AI identity threat detection
FMR-0002,WRD,Google,0,0,0,0,0,0,0,0,L,Rugged computing; very limited AI relevance; conservative coding all 0
FMR-0002,PEGA,Google,0,0,1,0,0,0,0,0,M,GenAI Blueprint; AI process automation
FMR-0002,6588 JP,Google,0,0,0,1,0,0,0,0,L,AI in infrastructure and storage systems; diversified industrial conglomerate
FMR-0002,WKL NA,Google,0,0,1,0,0,0,0,0,M,AI-enhanced professional information services for legal health and tax
FMR-0002,SOUN,Google,0,0,1,0,0,0,0,0,H,SoundHound voice AI platform
FMR-0002,2395 TT,Google,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
FMR-0002,CCC,Google,0,0,1,0,0,0,0,0,H,AI-powered claims processing for insurance
FMR-0002,2353 TT,Google,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
FMR-0002,6758 JP,Google,0,0,0,1,0,0,0,0,M,AI deployed in gaming imaging and entertainment; diversified conglomerate
FMR-0002,SNAP,Google,0,0,0,1,0,0,0,0,H,My AI chatbot and AR filters; core is social messaging
FMR-0002,ZBRA,Google,0,0,0,1,0,0,0,0,M,AI deployed in supply chain/warehouse automation; core business is enterprise tracking
FMR-0002,NICE,Google,0,0,1,0,0,0,0,0,M,CXone AI for contact centers
FMR-0002,AMP IM,Google,0,0,0,1,0,0,0,0,L,AI for hearing aid fitting optimization; core is hearing solutions retail
FMR-0002,SMCI,Google,1,0,0,0,0,0,0,0,H,GPU server systems and liquid cooling for AI data centers
FMR-0002,QUBT,Google,0,0,0,0,0,0,0,0,L,No meaningful LLM relationship — quantum-AI optimization marginal
FMR-0002,WIX,Google,0,0,1,0,0,0,0,0,M,AI website builder; AI text/image generation
FMR-0002,TTD,Google,0,0,1,0,0,0,0,0,M,Kokai AI-powered ad bidding
FMR-0002,AI,Google,0,0,1,0,0,0,0,0,H,C3.ai — entire business is AI platform
FMR-0003,005930 KS,Google,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
FMR-0003,GOOGL,Google,0,1,0,0,0,0,0,1,H,Alphabet is Google's listed parent; R2:GCP cloud infrastructure even as owner (adjudicated)
FMR-0003,MU,Google,1,0,0,0,0,0,0,0,H,HBM and DRAM memory for AI training/inference
FMR-0003,AMD,Google,1,0,0,0,0,0,0,0,H,MI-series AI accelerators and EPYC CPUs for AI training/inference
FMR-0003,000660 KS,Google,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
FMR-0003,BABA,Google,0,1,0,0,0,1,0,0,H,Alibaba Cloud hosts AI workloads; Qwen competes
FMR-0003,TSM,Google,1,0,0,0,0,0,0,0,H,Fabricates AI chips for NVIDIA/AMD and other AI silicon designers
FMR-0003,TSLA,Google,0,0,0,1,0,0,0,0,H,FSD uses AI; core is automotive/energy
FMR-0003,AAPL,Google,0,0,0,0,0,1,0,0,M,Apple Intelligence competes with all foundation model creators
FMR-0003,AVGO,Google,1,0,0,0,0,0,0,0,H,Custom AI accelerators (e.g. Google TPU) and data center networking
FMR-0003,CSCO,Google,0,0,0,1,0,0,0,0,M,AI-powered networking and security products; core business is networking equipment
FMR-0003,700 HK,Google,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
FMR-0003,NVDA,Google,1,0,0,0,0,0,0,0,H,GPU supplier for AI training/inference; dominant AI accelerator provider
FMR-0003,AMZN,Google,0,1,0,0,0,1,0,0,H,AWS hosts AI workloads; Titan/Nova competes
FMR-0003,PLTR,Google,0,0,1,0,0,0,0,0,H,AIP platform directly integrates LLMs
FMR-0003,IBM,Google,0,0,0,0,1,1,0,0,H,AI consulting services (watsonx) plus own Granite foundation models competing with creators
FMR-0003,MSFT,Google,0,1,1,0,0,1,0,0,H,Azure hosts AI workloads; Copilot integrates AI; Phi competes
FMR-0003,META,Google,0,0,0,0,0,1,0,0,H,Llama competes with all foundation model creators
FMR-0003,SIE GR,Google,0,0,0,1,0,0,0,0,H,Industrial AI digital twin and automation; core business is industrial technology
FMR-0003,CRM,Google,0,0,1,0,0,0,0,0,H,Einstein GPT/Agentforce
FMR-0003,NFLX,Google,0,0,0,1,0,0,0,0,M,AI recommendation engine; core business is streaming
FMR-0003,ORCL,Google,0,1,0,0,0,0,0,0,H,OCI used for AI training workloads
FMR-0003,INTC,Google,1,0,0,0,0,0,0,0,H,Gaudi AI accelerators and Xeon CPUs for AI workloads
FMR-0003,ACN,Google,0,0,0,0,1,0,0,0,H,Global IT consulting with major GenAI practice helping clients adopt AI
FMR-0003,UBER,Google,0,0,0,1,0,0,0,0,H,AI routing/pricing optimization; core is transportation
FMR-0003,QCOM,Google,1,0,0,0,0,0,0,0,M,Edge/on-device AI inference chips (Snapdragon NPU)
FMR-0003,SHOP,Google,0,0,1,0,0,0,0,0,M,Shopify Magic AI features core to product
FMR-0003,APP,Google,0,0,1,0,0,0,0,0,H,AppLovin AXON engine — AI-powered ad optimization IS the product
FMR-0003,NOW,Google,0,0,1,0,0,0,0,0,H,Now Assist GenAI copilot across all products
FMR-0003,ADBE,Google,0,0,1,0,0,0,0,0,H,Firefly generative AI in Creative Cloud
FMR-0003,SNPS,Google,0,0,1,0,0,0,0,0,H,Synopsys.ai — AI-powered EDA chip design
FMR-0003,CDNS,Google,0,0,1,0,0,0,0,0,H,Cerebrus — AI chip design automation
FMR-0003,HUT,Google,0,0,0,1,0,0,0,0,M,Pivoting to AI/HPC hosting; transitional from crypto mining
FMR-0003,STX,Google,1,0,0,0,0,0,0,0,M,Data center storage solutions for AI workloads
FMR-0003,MRVL,Google,1,0,0,0,0,0,0,0,H,Custom AI accelerators and data center networking silicon
FMR-0003,SNOW,Google,0,0,1,0,0,0,0,0,H,Cortex AI integrates LLMs into data cloud
FMR-0003,3690 HK,Google,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
FMR-0003,IFX GR,Google,1,0,0,0,0,0,0,0,M,Power management semiconductors for data centers
FMR-0003,FTNT,Google,0,0,1,0,0,0,0,0,M,FortiAI threat detection
FMR-0003,5803 JP,Google,1,0,0,0,0,0,0,0,L,Power systems and industrial equipment for data centers — indirect
FMR-0003,NXPI,Google,1,0,0,0,0,0,0,0,L,Edge AI processors for automotive and IoT; weak link to LLM training
FMR-0003,3443 TT,Google,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
FMR-0003,6702 JP,Google,0,0,0,0,1,0,0,0,H,IT services with AI solutions for enterprise digital transformation
FMR-0003,TRI,Google,0,0,1,0,0,0,0,0,M,AI-powered legal tax and news information tools as core product offering
FMR-0003,6701 JP,Google,0,0,0,0,1,0,0,0,H,IT services and AI/biometrics solutions for enterprise clients
FMR-0003,BIDU,Google,0,0,0,0,0,1,0,0,H,ERNIE models compete with all foundation model creators
FMR-0003,DDOG,Google,0,0,1,0,0,0,0,0,M,AI-powered observability; Bits AI
FMR-0003,6954 JP,Google,0,0,0,1,0,0,0,0,M,AI in consumer electronics and industrial products; core is electronics manufacturing
FMR-0003,WDAY,Google,0,0,1,0,0,0,0,0,M,Workday AI embedded in HCM/finance
FMR-0003,ERIC,Google,0,0,0,1,0,0,0,0,M,AI-powered network optimization; core is telecom infrastructure
FMR-0003,CRWV,Google,0,0,0,1,0,0,0,0,L,AI features in healthcare IT platform; limited evidence of deep integration
FMR-0003,TDC,Google,0,0,1,0,0,0,0,0,M,ClearScape AI analytics
FMR-0003,GEHC,Google,0,0,0,1,0,0,0,0,H,AI medical imaging and diagnostics; core business is medical devices
FMR-0003,TIETO FH,Google,0,0,0,0,1,0,0,0,H,Nordic IT services with dedicated AI practice for enterprise clients
FMR-0003,EXPN LN,Google,0,0,1,0,0,0,0,0,M,Proprietary data combined with AI-enhanced analytics as core product delivery
FMR-0003,ZS,Google,0,0,1,0,0,0,0,0,M,AI-powered zero trust security
FMR-0003,CYBR,Google,0,0,1,0,0,0,0,0,M,AI-based identity security
FMR-0003,STNE,Google,0,0,0,1,0,0,0,0,L,AI in payments processing; core is fintech
FMR-0003,PATH,Google,0,0,1,0,0,0,0,0,H,AI-powered RPA; integrates LLMs
FMR-0003,4755 JP,Google,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
FMR-0003,HPE,Google,1,0,0,0,1,0,0,0,M,AI servers and HPC systems; enterprise AI/ML solutions and consulting
FMR-0003,TEMN SW,Google,0,0,1,0,0,0,0,0,M,GenAI banking platform features
FMR-0003,PONY,Google,0,0,0,1,0,0,0,0,M,Autonomous driving uses AI; core is mobility
FMR-0003,TWLO,Google,0,0,1,0,0,0,0,0,M,CustomerAI platform; LLM-powered comms
FMR-0003,G,Google,0,0,0,0,1,0,0,0,H,BPO services with AI automation helping clients transform operations
FMR-0003,DXC,Google,0,0,0,0,1,0,0,0,H,IT outsourcing with AI-augmented service offerings for enterprise clients
FMR-0003,AMBA,Google,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
FMR-0003,OKTA,Google,0,0,1,0,0,0,0,0,M,AI identity threat detection
FMR-0003,WRD,Google,0,0,0,0,0,0,0,0,L,Rugged computing; very limited AI relevance; conservative coding all 0
FMR-0003,PEGA,Google,0,0,1,0,0,0,0,0,M,GenAI Blueprint; AI process automation
FMR-0003,6588 JP,Google,0,0,0,1,0,0,0,0,L,AI in infrastructure and storage systems; diversified industrial conglomerate
FMR-0003,WKL NA,Google,0,0,1,0,0,0,0,0,M,AI-enhanced professional information services for legal health and tax
FMR-0003,SOUN,Google,0,0,1,0,0,0,0,0,H,SoundHound voice AI platform
FMR-0003,2395 TT,Google,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
FMR-0003,CCC,Google,0,0,1,0,0,0,0,0,H,AI-powered claims processing for insurance
FMR-0003,2353 TT,Google,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
FMR-0003,6758 JP,Google,0,0,0,1,0,0,0,0,M,AI deployed in gaming imaging and entertainment; diversified conglomerate
FMR-0003,SNAP,Google,0,0,0,1,0,0,0,0,H,My AI chatbot and AR filters; core is social messaging
FMR-0003,ZBRA,Google,0,0,0,1,0,0,0,0,M,AI deployed in supply chain/warehouse automation; core business is enterprise tracking
FMR-0003,NICE,Google,0,0,1,0,0,0,0,0,M,CXone AI for contact centers
FMR-0003,AMP IM,Google,0,0,0,1,0,0,0,0,L,AI for hearing aid fitting optimization; core is hearing solutions retail
FMR-0003,SMCI,Google,1,0,0,0,0,0,0,0,H,GPU server systems and liquid cooling for AI data centers
FMR-0003,QUBT,Google,0,0,0,0,0,0,0,0,L,No meaningful LLM relationship — quantum-AI optimization marginal
FMR-0003,WIX,Google,0,0,1,0,0,0,0,0,M,AI website builder; AI text/image generation
FMR-0003,TTD,Google,0,0,1,0,0,0,0,0,M,Kokai AI-powered ad bidding
FMR-0003,AI,Google,0,0,1,0,0,0,0,0,H,C3.ai — entire business is AI platform
FMR-0004,005930 KS,Stability AI,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
FMR-0004,GOOGL,Stability AI,0,1,0,0,0,1,0,0,H,GCP hosts AI workloads; Gemini competes
