event_id,ai_year,ai_month,model_names,aa_names,aa_release_dates,aa_creators,model_count,event_text
AIT-2024-05-001,2024,May,GPT-4o model,GPT-4o (May '24),2024-05-13,OpenAI,1,"OpenAI announces the GPT-4o model that presents full multimodal capabilities, including receiving and creating text, images, and audio. The model presents an impressive ability to speak with a high response speed and in natural language. The model is 2 times more efficient than the GPT-4 Turbo model, and has better capabilities for languages other than English."
AIT-2024-05-002,2024,May,Gemini Flash 1.5 model,Gemini 1.5 Flash (May '24),2024-05-14,Google,1,"Google announces a large number of AI features in its products. The main ones: increasing the token limit to 2 million for Gemini 1.5 to waiting list, releasing a smaller and faster Gemini Flash 1.5 model . Revealing the latest image creation model Imagen 3 , music creation model Music AI and video creation model Veo . And the announcement of the Astra model with multimodal capabilities for realtime audio and video reception."
AIT-2024-06-001,2024,June,Stable Diffusion 3,Stable Diffusion 3 Medium,2024-06,Stability.ai,1,Stability AI releases its updated image creation model Stable Diffusion 3 in a medium version in size 2B parameters.
AIT-2024-06-003,2024,June,DeepSeekCoderV2,DeepSeek-Coder-V2,2024-06-17,DeepSeek,1,"DeepSeekAI publishes the DeepSeekCoderV2 open source language model which presents similar coding capabilities to models such as GPT-4, Claude 3 Opus and more."
AIT-2024-06-004,2024,June,Gen3 Alpha,Runway Gen 3 Alpha,2024-06,Runway,1,"Runway introduces Gen3 Alpha , a new AI model for video generation."
AIT-2024-06-005,2024,June,Claude Sonnet 3.5,Claude 3.5 Sonnet (June '24),2024-06-21,Anthropic,1,"Anthropic releases the Claude Sonnet 3.5 model, which presents better capabilities than other models with low resource usage."
AIT-2024-07-001,2024,July,GPT-4o mini,GPT-4o mini,2024-07-18,OpenAI,1,OpenAI has released a miniaturized model called GPT-4o mini that presents high capabilities at a low cost
AIT-2024-07-002,2024,July,llama 3.1 model,Llama 3.1 Instruct 405B; Llama 3.1 Instruct 70B; Llama 3.1 Instruct 8B,2024-07-23; 2024-07-23; 2024-07-23,Meta,3,"Meta releases as open source the llama 3.1 model in sizes 8B, 70B and 405B. The large model features the same capabilities as the best closed source models"
AIT-2024-07-006,2024,July,Udio v1.5,Udio v1.5 Allegro,,Udio,1,"Startup Udio has released Udio v1.5 , an updated version of its music creation model"
AIT-2024-07-007,2024,July,Mistral Large 2,Mistral Large 2 (Jul '24),2024-07-24,Mistral,1,"Mistral AI has released a large language model Mistral Large 2 in size 123B, which presents capabilities close to the closed SOTA models."
AIT-2024-07-008,2024,July,Midjourney v6.1,Midjourney v6.1,2024-07,Midjourney,1,Midjourney v6.1 is released
AIT-2024-08-001,2024,August,Flux,FLUX.1 [pro]; FLUX.1 [dev]; FLUX.1 [schnell],2024-08; 2024-08; 2024-08,Black Forest Labs,3,"""Black Forest Labs"" releases weights for an image creation model named Flux , which shows better performance than similar closedsource models."
AIT-2024-08-002,2024,August,GPT-4o 0806,GPT-4o (Aug '24),2024-08-06,OpenAI,1,"OpenAI released a new version of its model, GPT-4o 0806 , achieving 100% success in generating valid JSON output."
AIT-2024-08-003,2024,August,Imagen 3,Imagen 3 (v002),2024-12,Google,1,"Google's image generation model, Imagen 3 , has been released."
AIT-2024-08-004,2024,August,Grok 2,Grok 2 (Dec '24),2024-12-12,xAI,1,"xAI Corporation has launched the models Grok 2 and Grok 2 mini , which demonstrate performance on par with leading SOTA models in the market."
AIT-2024-08-006,2024,August,Gemini 1.5 Flash8B,Gemini 1.5 Flash-8B,2024-10-03,Google,1,"Google has introduced three new experimental AI models: Gemini 1.5 Flash8B , Gemini 1.5 Pro Enhanced, and Gemini 1.5 Flash Updated."
AIT-2024-09-002,2024,September,o1 preview; o1 mini,o1-preview; o1-mini,2024-09-12; 2024-09-12,OpenAI,2,"OPENAI has released two nextgeneration AI models to its subscribers: o1 preview and o1 mini . These models show a significant improvement in performance, particularly in tasks requiring reasoning, including coding, mathematics, GPQA, and more."
AIT-2024-09-003,2024,September,Qwen 2.5,Qwen2.5 Instruct 72B; Qwen2.5 Instruct 32B,2024-09-19; 2024-09-19,Alibaba,2,"Chinese company Alibaba releases the Qwen 2.5 model in various sizes, ranging from 0.5B to 72B. The models demonstrate capabilities comparable to much larger models."
AIT-2024-09-004,2024,September,KLING 1.5,Kling 1.5 Pro,2024-09,KlingAI,1,The video generation model KLING 1.5 has been released.
AIT-2024-09-006,2024,September,Llama 3.2,Llama 3.2 Instruct 90B (Vision); Llama 3.2 Instruct 11B (Vision); Llama 3.2 Instruct 3B; Llama 3.2 Instruct 1B,2024-09-25; 2024-09-25; 2024-09-25; 2024-09-25,Meta,4,"Meta releases Llama 3.2 in sizes 1B, 3B, 11B and 90B, featuring image recognition capabilities for the first time."
AIT-2024-09-007,2024,September,Gemini Pro 1.5 002; Gemini Flash 1.5 002,Gemini 1.5 Pro (Sep '24); Gemini 1.5 Flash (Sep '24),2024-09-24; 2024-09-24,Google,2,"Google has rolled out new model updates ready for deployment, Gemini Pro 1.5 002 and Gemini Flash 1.5 002 , showcasing significantly improved longcontext processing."
AIT-2024-09-008,2024,September,Moshi,Moshi,,Kyutai,1,"Kyutai releases two opensource versions of its voicetovoice model, Moshi ."
AIT-2024-09-010,2024,September,Mistral Small,Mistral Small (Sep '24),2024-09-17,Mistral,1,Mistral AI launches a 22B model named Mistral Small .
AIT-2024-10-001,2024,October,Flux 1.1 Pro,FLUX1.1 [pro],2024-10,Black Forest Labs,1,"Flux 1.1 Pro is released, showcasing advanced capabilities for image creation."
AIT-2024-10-003,2024,October,Video Model 1.5,Pika 1.5,2024-10,Pika Art,1,"Pika introduces Video Model 1.5 along with ""Pika Effects."""
AIT-2024-10-010,2024,October,Stable Diffusion 3.5,Stable Diffusion 3.5 Large; Stable Diffusion 3.5 Large Turbo; Stable Diffusion 3.5 Medium,2024-10; 2024-10; 2024-10,Stability.ai,3,Stable Diffusion 3.5 is released in three sizes as open source.
AIT-2024-10-011,2024,October,Claude 3.5 Sonnet New,Claude 3.5 Sonnet (Oct '24),2024-10-22,Anthropic,1,"Anthropic launches Claude 3.5 Sonnet New , demonstrating significant advancements in specific areas over its previous version, and announces Claude 3.5 Haiku ."
AIT-2024-10-013,2024,October,Recraft v3,Recraft V3,2024-10,Recraft,1,"The texttoimage model Recraft v3 has been released to the public, ranking first in benchmarks compared to similar models."
AIT-2024-11-001,2024,November,QwQ 32B Preview,QwQ 32B-Preview,2024-11-27,Alibaba,1,"Alibaba released its new model, QwQ 32B Preview , which integrates reasoning capabilities before responding. The model competes with, and sometimes surpasses, OpenAI's o1-preview model."
AIT-2024-11-002,2024,November,Qwen2.5 Coder 32B,Qwen2.5 Coder Instruct 32B,2024-11-11,Alibaba,1,"Alibaba opensourced the model Qwen2.5 Coder 32B , which offers comparable capabilities to leading proprietary language models in the coding domain."
AIT-2024-11-005,2024,November,Pixtral Large,Pixtral Large,2024-11-18,Mistral,1,"Mistral AI launched the Pixtral Large model, a multimodal language model excelling in image recognition and advanced performance metrics, and an update to Mistral Large, 2411."
AIT-2024-11-007,2024,November,Claude 3.5 Haiku,Claude 3.5 Haiku,2024-10-22,Anthropic,1,Anthropic launches Claude 3.5 Haiku and Visual PDF Analysis in Claude.
AIT-2024-12-001,2024,December,NOVA,Nova Pro; Nova Lite; Nova Micro,2024-12-03; 2024-12-03; 2024-12-03,Amazon,3,"Amazon introduced a new series of models called NOVA , designed for text, image, and video processing."
AIT-2024-12-002,2024,December,SORA; o1; o1 Pro,Sora; o1; o1-pro,2024-12; 2024-12-05; 2025-03-19,OpenAI,3,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
AIT-2024-12-004,2024,December,Gemini 2.0 Flash,Gemini 2.0 Flash (experimental),2024-12-11,Google,1,"Google launched Gemini 2.0 Flash in beta. This model leads benchmarks and outperforms the previous version, Gemini Pro 1.5 . Additionally, Google introduced live speech and video mode and announced built-in image generation capabilities within the model."
AIT-2024-12-005,2024,December,Gemini-2.0-Flash-Thinking,Gemini 2.0 Flash Thinking Experimental (Dec '24),2024-12-19,Google,1,"Google revealed Gemini-2.0-Flash-Thinking , a thinking model based on Gemini 2.0 Flash , which secured second place in the chatbot leaderboard."
AIT-2024-12-006,2024,December,Veo 2,Veo 2,2024-12,Google,1,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism."
AIT-2024-12-008,2024,December,Phi4,Phi-4,2024-12-12,Microsoft,1,"Microsoft open-sourced the Phi4 model, sized at 14B, showcasing impressive capabilities for its size."
AIT-2024-12-009,2024,December,Llama 3.3 70B,Llama 3.3 Instruct 70B,2024-12-06,Meta,1,"Meta released Llama 3.3 70B , a model offering performance comparable to Llama 3.1 405B ."
AIT-2024-12-011,2024,December,2.0,Pika 2.0,2024-12,Pika Art,1,"Pika Labs released 2.0 , the latest version of its AI-powered video generator."
AIT-2024-12-013,2024,December,Deepseek V3,DeepSeek V3 (Dec '24),2024-12-26,DeepSeek,1,"Deepseek open-sourced Deepseek V3 , a model with 671B parameters that surpasses closed-source SOTA models across several benchmarks."
AIT-2024-12-016,2024,December,Kling 1.6,Kling 1.6 Standard,2024-12,KlingAI,1,"The video generation model Kling 1.6 was released, offering significant performance enhancements."
AIT-2025-01-002,2025,January,Gemini Flash Thinking 0121,Gemini 2.0 Flash Thinking Experimental (Jan '25),2025-01-21,Google,1,"Google introduced Gemini Flash Thinking 0121 , an enhanced reasoning model that secured the top spot in the Arena Chatbots rankings."
AIT-2025-01-003,2025,January,R1,DeepSeek R1 (Jan '25),2025-01-20,DeepSeek,1,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size."
AIT-2025-01-005,2025,January,Janus Pro 7B,Janus Pro,2025-01,DeepSeek,1,"DeepSeek open-sourced a fully multimodal model, Janus Pro 7B , which supports both text and image generation."
AIT-2025-01-006,2025,January,Qwen2.5-Max,Qwen2.5 Max,2025-01-28,Alibaba,1,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes."
AIT-2025-01-007,2025,January,o3 mini,o3-mini (high),2025-01-31,OpenAI,1,"OpenAI made the o3 mini reasoning model available to all users, including the free tier, featuring three reasoning levels. The model matches or comes close to o1 in several benchmarks, significantly surpasses it in coding, and remains significantly faster and more cost-efficient."
AIT-2025-02-001,2025,February 2025,Grok 3; Grok 3 Reasoning; Grok 3 mini,Grok 3; Grok 3 Reasoning Beta; Grok 3 mini Reasoning (high),2025-02-19; 2025-02-19; 2025-02-19,xAI,3,"xAI launches Grok 3 , Grok 3 Reasoning and Grok 3 mini , next-generation AI models trained with 10 times the computing power of Grok 2, significantly improving SOTA performance. They include ""Think"" and ""Big Brain"" modes for advanced reasoning, as well as DeepSearch for autonomous web searches."
AIT-2025-02-002,2025,February 2025,Claude 3.7,Claude 3.7 Sonnet (Reasoning),2025-02-24,Anthropic,1,"Anthropic introduces Claude 3.7 and Claude 3.7 Thinking , a new model with enhanced coding performance, support for ""Extended Thinking"" mode, and the ability to analyze reasoning processes."
AIT-2025-02-004,2025,February 2025,Gemini 2.0 Flash; Gemini 2.0 Flash-Lite Preview; Gemini 2.0 Pro Experimental,Gemini 2.0 Flash (Feb '25); Gemini 2.0 Flash-Lite (Preview); Gemini 2.0 Pro Experimental (Feb '25),2025-02-05; 2025-02-05; 2025-02-05,Google,3,"Google releases Gemini 2.0 Flash , Gemini 2.0 Flash-Lite Preview , and Gemini 2.0 Pro Experimental ."
AIT-2025-02-006,2025,February 2025,Phi4-mini; Phi4 Multimodal,Phi-4 Mini Instruct; Phi-4 Multimodal Instruct,2024-02-26; 2025-02-26,Microsoft,2,"Microsoft presents Phi4-mini and Phi4 Multimodal , lightweight models (3.8B and 5.6B) with enhanced performance, including support for multimodal inputs."
AIT-2025-02-007,2025,February 2025,GPT-4.5,GPT-4.5 (Preview),2025-02-27,OpenAI,1,"OpenAI releases GPT-4.5 , featuring advanced pattern recognition and significantly reduced hallucinations, improving accuracy and reliability."
AIT-2025-03-001,2025,March 2025,Gemini 2.5 Pro,Gemini 2.5 Pro,2025-06-05,Google,1,"Google introduced Gemini 2.5 Pro , an experimental ""Thinking model"" with advanced reasoning and planning capabilities, a 1 million token context window, achieving top rankings across several key benchmarks."
AIT-2025-03-003,2025,March 2025,GPT-4o Image Generation,GPT Image 1 (high),2025-04,OpenAI,1,"OpenAI integrated GPT-4o Image Generation , enabling high-fidelity text-to-image creation, text rendering within images, and more."
AIT-2025-03-005,2025,March 2025,QwQ-32B,QwQ 32B,2025-03-05,Alibaba,1,"Alibaba released QwQ-32B , an open-source 32B parameter reasoning model with exceptional math and coding performance, rivaling much larger models."
AIT-2025-03-007,2025,March 2025,DeepSeek-V3-0324,DeepSeek V3 0324,2025-03-25,DeepSeek,1,"DeepSeek updated its open-source MoE model with DeepSeek-V3-0324 , featuring enhanced reasoning, coding, and math capabilities, positioning it as a top-tier base model."
AIT-2025-04-001,2025,April 2025,Llama 4,Llama 4 Maverick; Llama 4 Scout,2025-04-05; 2025-04-05,Meta,2,Meta releases Llama 4 in three sizes with a context window of 10 million tokens and medium performance.
AIT-2025-04-002,2025,April 2025,Gemini 2.5 Flash,Gemini 2.5 Flash (Reasoning),2025-05-20,Google,1,"Google launches Gemini 2.5 Flash , with a dynamic reasoning mode that allows tuning the reasoning level or disabling it as needed."
AIT-2025-04-004,2025,April 2025,GPT-4.1,GPT-4.1,2025-04-14,OpenAI,1,"OpenAI releases GPT-4.1 in three sizes, with a context window of 1 million tokens."
AIT-2025-04-005,2025,April 2025,o3 full; o4 mini,o3; o4-mini (high),2025-04-16; 2025-04-16,OpenAI,2,"OpenAI introduces o3 full and o4 mini , highly advanced models for reasoning, math, and coding."
AIT-2025-04-006,2025,April 2025,v7,Midjourney v7 Alpha,2025-04,Midjourney,1,"Midjourney launches v7 , with higher image quality and more precise control over style."
AIT-2025-04-007,2025,April 2025,Runway Gen-4; Vidu Q1; Kling 2.0,Runway Gen 4; Vidu Q1; Kling 2.0,2025-03; 2025-04; 2025-04,KlingAI; Runway; Vidu,3,"A series of video model updates - Veo 2.0 (Google), Runway Gen-4 , Vidu Q1 , and Kling 2.0 – a leap forward in high-quality video generation, with improvements in response times, realism, and style."
AIT-2025-04-008,2025,April 2025,Qwen 3,Qwen3 235B A22B (Reasoning); Qwen3 32B (Reasoning); Qwen3 30B A3B (Reasoning),2025-04-28; 2025-04-28; 2025-04-28,Alibaba,3,"Alibaba releases Qwen 3 as open source, in various sizes, with very impressive capabilities for their size."
AIT-2025-05-002,2025,May 2025,Suno 4.5,Suno V4.5,,Suno,1,"Suno releases Suno 4.5 , fixing shimmer noise and improving audio decay stability in long tracks."
AIT-2025-05-003,2025,May 2025,Claude 4 Opus; Claude Sonnet 4,Claude 4 Opus (Reasoning); Claude 4 Sonnet (Reasoning),2025-05-22; 2025-05-22,Anthropic,2,"Anthropic releases Claude 4 Opus and Claude Sonnet 4 : Opus 4 offers a Hybrid ""Deep Thought"" mode with enhanced long-term context and 7-hour autonomous operation; Sonnet 4 focuses on improved math and coding performance."
AIT-2025-05-004,2025,May 2025,Veo 3; Imagen 4,Veo 3; Imagen 4 Ultra; Imagen 4 Standard; Imagen 4 Fast,2025-07; 2025-06; 2025-06; 2025-06,Google,4,"Google releases Veo 3 , a video generation model for synchronized 4K video with natural audio integration, and Imagen 4 , an advanced image model with deeper contextual understanding and artistic style support."
AIT-2025-05-009,2025,May 2025,R1-0528,DeepSeek R1 0528 (May '25),2025-05-28,DeepSeek,1,"DeepSeek open-sources R1-0528 , a code-and-inference model with near–o4-mini performance and moderate computational needs."
AIT-2025-05-012,2025,May 2025,Gemma 3n,Gemma 3n E2B Instruct,2025-06-26,Google,1,"Google introduces Gemma 3n , an open-source generative AI model for on-device use, with an efficient architecture and multi-modal (audio, text, visual) capabilities."
AIT-2025-06-002,2025,June 2025,Eleven v3 (alpha),Eleven v3,,ElevenLabs,1,ElevenLabs rolls out Eleven v3 (alpha) TTS with fine grained emotion control and support for 70+ languages.
AIT-2025-06-003,2025,June 2025,o3 pro,o3-pro,2025-06-10,OpenAI,1,"OpenAI debuts o3 pro , an enhanced reasoning model offering extended context and real-time tool integrations."
AIT-2025-07-001,2025,July 2025,Grok 4,Grok 4,2025-07-10,xAI,1,"xAI releases Grok 4 , achieving a new SOTA of 15.9% on ARC-AGI v2 and 25.4% on Humanity’s Last Exam."
AIT-2025-07-005,2025,July 2025,Qwen3-235B-A22B-Instruct-2507; Qwen3-Coder,Qwen3 235B A22B 2507 Instruct; Qwen3 Coder 480B A35B Instruct,2025-07-21; 2025-07-22,Alibaba,2,"Alibaba open-sources two variants, Qwen3-235B-A22B-Instruct-2507 (instruction-tuned) and Qwen3-Coder , for general LLM use and automated code generation."
AIT-2025-07-006,2025,July 2025,Kimi K2,Kimi K2,2025-07-11,Kimi,1,"Moonshot AI debuts Kimi K2 , a Chinese LLM praised for its open-research focus and robust performance."
AIT-2025-07-007,2025,July 2025,GLM-4.5,GLM-4.5 (Reasoning),2025-07-28,Z AI,1,"Chinese startup Zhipu open-sources GLM-4.5 , a 130 B-parameter model tailored for intelligent-agent applications."
AIT-2025-08-002,2025,August 2025,Claude Opus 4.1,Claude 4.1 Opus (Reasoning),2025-08-05,Anthropic,1,"Anthropic released Claude Opus 4.1 , an upgrade focused on improving agentic capabilities and real-world coding."
AIT-2025-08-004,2025,August 2025,gpt-oss-120b; gpt-oss-20b,gpt-oss-120b (high); gpt-oss-20B (high),2025-08-05; 2025-08-05,OpenAI,2,"OpenAI released gpt-oss-120b and gpt-oss-20b , a family of open-source models with high reasoning capabilities, optimized to run on accessible hardware."
AIT-2025-08-005,2025,August 2025,GPT-5,GPT-5 (high),2025-08-07,OpenAI,1,"OpenAI launched GPT-5 , the company's next-generation model, with significant improvements in coding and a dynamic ""thinking"" mode to reduce hallucinations."
AIT-2025-08-006,2025,August 2025,DeepSeek V3.1,DeepSeek V3.1 (Reasoning),2025-08-21,DeepSeek,1,"DeepSeek released DeepSeek V3.1 , a hybrid model combining fast and slow ""thinking"" modes to improve performance in agentic tasks and tool use."
AIT-2025-08-007,2025,August 2025,Gemini 2.5 Flash Image,Nano Banana (Gemini 2.5 Flash Image),2025-08,Google,1,"Google launched a preview of Gemini 2.5 Flash Image (showcased as *nano-banana*), an advanced model for precise image editing, merging, and maintaining character consistency."
AIT-2025-09-001,2025,September 2025,Seedream 4.0,Seedream 4.0,2025-09,ByteDance Seed,1,"ByteDance released Seedream 4.0 , a next-generation image model unifying high-quality text-to-image generation and natural-language image editing."
AIT-2025-09-004,2025,September 2025,Suno v5,Suno V5,,Suno,1,"Suno released Suno v5 , an upgrade in music generation with studio-grade fidelity and more natural-sounding vocals."
AIT-2025-09-005,2025,September 2025,Qwen-3-Max,Qwen3 Max,2025-09-23,Alibaba,1,"Alibaba unveiled Qwen-3-Max , its flagship model with over a trillion parameters, focusing on long context and agent capabilities."
AIT-2025-09-006,2025,September 2025,Wan 2.5,Wan 2.5 Preview,2025-09,Alibaba,1,"Wan 2.5 was released, a generative video model focused on multi-shot consistency and character animation."
AIT-2025-09-007,2025,September 2025,Claude Sonnet 4.5,Claude 4.5 Sonnet (Reasoning),2025-09-29,Anthropic,1,"Anthropic announced Claude Sonnet 4.5 , a model optimized for coding, agent construction, and improved reasoning."
AIT-2025-09-008,2025,September 2025,Sora 2,Sora 2 (October),2025-09,OpenAI,1,"OpenAI released Sora 2 , a flagship video and audio generation model with improved physical modeling and synchronized sound."
AIT-2025-09-009,2025,September 2025,DeepSeek-V3.2-Exp,DeepSeek V3.2 Exp (Reasoning),2025-09-29,DeepSeek,1,DeepSeek released DeepSeek-V3.2-Exp
AIT-2025-10-003,2025,October 2025,Claude 4.5 Haiku,Claude 4.5 Haiku (Reasoning),2025-10-15,Anthropic,1,"Anthropic released Claude 4.5 Haiku , a fast, cost-effective model for high-volume, low-latency applications."
AIT-2025-11-001,2025,November 2025,Kimi K2 Thinking,Kimi K2 Thinking,2025-11-06,Kimi,1,"Moonshot AI released Kimi K2 Thinking , an open model setting new records in reasoning benchmarks."
AIT-2025-11-002,2025,November 2025,GPT 5.1,GPT-5.1 (high),2025-11-13,OpenAI,1,"OpenAI launched GPT 5.1 , featuring specialized ""Thinking"" and ""Instant"" modes with expanded context."
AIT-2025-11-003,2025,November 2025,Grok 4.1,Grok 4.1 Fast (Reasoning),2025-11-19,xAI,1,"xAI released Grok 4.1 , combining high EQ with strong logic to top the LM Arena leaderboard."
AIT-2025-11-004,2025,November 2025,Gemini 3.0,Gemini 3 Pro Preview (high),2025-11-18,Google,1,"Google debuted Gemini 3.0 , a flagship ""thinking"" model that claimed the top spot on major benchmarks."
AIT-2025-11-006,2025,November 2025,Nano Banana Pro,Nano Banana Pro (Gemini 3 Pro Image),2025-11,Google,1,"Google released Nano Banana Pro , a superior image generation and editing model based on Gemini 3."
AIT-2025-11-007,2025,November 2025,Claude Opus 4.5,Claude Opus 4.5 (Reasoning),2025-11-24,Anthropic,1,"Anthropic announced Claude Opus 4.5 , delivering elite coding and agentic performance at a significantly reduced price."
AIT-2025-11-008,2025,November 2025,FLUX 2,FLUX.2 [pro]; FLUX.2 [flex]; FLUX.2 [dev],2025-11; 2025-11; 2025-11,Black Forest Labs,3,"Black Forest Labs launched FLUX 2 , a high-performance open-weight image generation model."
AIT-2025-12-001,2025,December 2025,Mistral 3; Devstral 2,Mistral Large 3; Ministral 3 3B; Ministral 3 8B; Ministral 3 14B; Devstral 2,2025-12-02; 2025-12-02; 2025-12-02; 2025-12-02; 2025-12-09,Mistral,5,"Mistral AI launches the Mistral 3 family (Large & Ministral) alongside Mistral OCR 3 and the Devstral 2 coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration."
AIT-2025-12-002,2025,December 2025,GPT-5.2; GPT-Image 1.5,GPT-5.2 (xhigh); GPT Image 1.5 (high),2025-12-11; 2025-12,OpenAI,2,"OpenAI releases GPT-5.2 , featuring the autonomous Codex agent for complex engineering tasks, and GPT-Image 1.5 , which claims the #1 spot on vision benchmarks, outperforming Nano Banana Pro."
AIT-2025-12-003,2025,December 2025,Gemini 3.0 Flash; Gemini 2.5 Flash Audio,Gemini 3 Flash Preview (Reasoning); Gemini 2.5 Flash Native Audio Preview (Dec 2025),2025-12-17; ,Google,2,"Google introduces Gemini 3.0 Flash , setting a new standard for price-performance, and deploys Deep Research , an autonomous agent capable of multi-step synthesis, alongside Gemini 2.5 Flash Audio ."
AIT-2025-12-004,2025,December 2025,Nova 2; Nova 2 Sonic,Nova 2.0 Omni (medium); Nova 2.0 Pro Preview (medium); Nova 2.0 Sonic,2025-11-26; 2025-11-27; ,Amazon,3,"Amazon unveils the Nova 2 series, highlighted by Nova 2 Sonic , a native speech-to-speech model delivering ultra-low latency and natural conversation flow."
AIT-2025-12-005,2025,December 2025,Gen-4.5,Runway Gen-4.5,2025-12,Runway,1,"Runway releases Gen-4.5 , a video generation model that rises to the top of industry leaderboards for motion consistency and prompt adherence."
AIT-2025-12-006,2025,December 2025,Grok Voice Agent API,Grok Voice Agent,,xAI,1,"xAI launches the Grok Voice Agent API , enabling native, real-time bidirectional audio streaming for developers."
AIT-2025-12-007,2025,December 2025,GLM-4.7,GLM-4.7 (Reasoning),2025-12-22,Z AI,1,"Zhipu AI releases GLM-4.7 , an open-weights model that reaches the top of global coding and reasoning leaderboards."
AIT-2025-12-008,2025,December 2025,Z-Image-Turbo; Qwen-Image-2512,Z-Image Turbo; Qwen Image Max 2512,2025-12; 2025-12,Alibaba,2,"Alibaba open-sources Z-Image-Turbo , a highly efficient 6B model, and releases Qwen-Image-2512 , which specializes in high-fidelity typography and complex visual compositions."
