company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
IBM,OpenAI,0,0,0,0,1,1,0,0,H,IBM Consulting provides enterprise AI services (downstream_enabler=H); IBM Granite foundation models compete with all creators (competitor=M)
IBM,Runway,0,0,0,0,1,1,0,0,H,IBM Consulting provides enterprise AI services (downstream_enabler=H); IBM Granite foundation models compete with all creators (competitor=M)
IBM,ShengShu Technology,0,0,0,0,1,1,0,0,H,IBM Consulting provides enterprise AI services (downstream_enabler=H); IBM Granite foundation models compete with all creators (competitor=M)
IBM,Stability AI,0,0,0,0,1,1,0,0,H,IBM Consulting provides enterprise AI services (downstream_enabler=H); IBM Granite foundation models compete with all creators (competitor=M)
IBM,Zhipu AI,0,0,0,0,1,1,0,0,H,IBM Consulting provides enterprise AI services (downstream_enabler=H); IBM Granite foundation models compete with all creators (competitor=M)
IBM,xAI,0,0,0,0,1,1,0,0,H,IBM Consulting provides enterprise AI services (downstream_enabler=H); IBM Granite foundation models compete with all creators (competitor=M)
TIETO FH,Alibaba,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Anthropic,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,DeepSeek,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Google,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Kuaishou,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Meta,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Microsoft,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Mistral AI,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,OpenAI,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Runway,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,ShengShu Technology,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Stability AI,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,Zhipu AI,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TIETO FH,xAI,0,0,0,0,1,0,0,0,H,Tietoevry provides Nordic IT services with AI practice; enables enterprise clients to adopt LLMs from all creators
TRI,Alibaba,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Anthropic,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,DeepSeek,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Google,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Kuaishou,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Meta,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Microsoft,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Mistral AI,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,OpenAI,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Runway,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,ShengShu Technology,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Stability AI,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,Zhipu AI,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
TRI,xAI,0,0,1,0,0,0,0,0,M,Thomson Reuters integrates AI into proprietary legal/tax/news information products; information-services model is closer to AI-in-own-product than helping clients use AI
