final_event_id,company_id,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
FMR-0001,TTD,0,0,1,0,0,0,0,0,M,R3:AI-powered programmatic ad bidding platform
FMR-0001,TWLO,0,0,1,0,0,0,0,0,M,R3:CustomerAI and LLM-powered communication APIs
FMR-0001,UBER,0,0,0,1,0,0,0,0,H,R4:AI for routing pricing and platform operations
FMR-0001,WDAY,0,0,1,0,0,0,0,0,M,R3:AI embedded in HCM and finance platform
FMR-0001,WIX,0,0,1,0,0,0,0,0,M,R3:AI website builder and content generation features
FMR-0001,WKL NA,0,0,1,0,0,0,0,0,M,R3:AI-powered professional workflow products
FMR-0001,WRD,0,0,0,1,0,0,0,0,L,R4:rugged computing with limited AI deployment relevance
FMR-0001,ZBRA,0,0,0,1,0,0,0,0,M,R4:AI deployed in warehouse and supply-chain automation
FMR-0001,ZS,0,0,1,0,0,0,0,0,M,R3:AI-powered zero-trust security features
FMR-0002,000660 KS,1,0,0,0,0,0,0,0,H,R1:HBM supplier for AI accelerators
FMR-0002,005930 KS,1,0,0,0,0,0,0,0,H,R1:HBM DRAM NAND and foundry services for AI hardware
FMR-0002,2353 TT,1,0,0,0,0,0,0,0,L,R1:PC and hardware maker with limited AI infrastructure exposure
FMR-0002,2395 TT,1,0,0,0,0,0,0,0,L,R1:industrial edge computing platforms
FMR-0002,3443 TT,1,0,0,0,0,0,0,0,L,R1:memory modules with indirect AI exposure
FMR-0002,3690 HK,0,0,0,1,0,0,0,0,M,R4:AI for delivery optimization and recommendations
FMR-0002,4755 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in e-commerce fintech and internet services
FMR-0002,5803 JP,1,0,0,0,0,0,0,0,L,R1:power and industrial systems for data centers
FMR-0002,6588 JP,0,0,0,1,0,0,0,0,L,R4:AI deployed in infrastructure and electronics
FMR-0002,6701 JP,0,0,0,0,1,0,0,0,H,R5:IT services and AI solutions for enterprise clients
FMR-0002,6702 JP,0,0,0,0,1,0,0,0,H,R5:IT services and AI consulting for enterprise clients
FMR-0002,6758 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in gaming imaging and entertainment
FMR-0002,6954 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in electronics and industrial solutions
FMR-0002,700 HK,0,0,0,0,0,1,0,0,M,R6:Hunyuan models compete in foundation models
FMR-0002,AAPL,0,0,0,0,0,1,0,0,M,R6:Apple Intelligence and on-device foundation models
FMR-0002,ACN,0,0,0,0,1,0,0,0,H,R5:IT consulting firm helping enterprises deploy GenAI
FMR-0002,ADBE,0,0,1,0,0,0,0,0,H,R3:Firefly generative AI integrated into Creative Cloud
FMR-0002,AI,0,0,1,0,0,0,0,0,H,R3:enterprise AI platform is the core product
FMR-0002,AMBA,1,0,0,0,0,0,0,0,L,R1:edge AI vision processors
FMR-0002,AMD,1,0,0,0,0,0,0,0,H,R1:MI accelerators and EPYC data-center CPUs
FMR-0002,AMP IM,0,0,0,1,0,0,0,0,L,R4:AI deployed in hearing solutions and fitting
FMR-0002,AMZN,0,1,0,0,0,1,0,0,M,R2:AWS cloud infrastructure and AI workloads; R6:Titan and Nova models compete in foundation models
FMR-0002,APP,0,0,1,0,0,0,0,0,H,R3:AXON AI ad optimization is core to product
FMR-0002,AVGO,1,0,0,0,0,0,0,0,H,R1:custom AI accelerators and data-center networking
FMR-0002,BABA,0,1,0,0,0,1,0,0,H,R2:Alibaba Cloud infrastructure and AI services; R6:Qwen family competes in foundation models
FMR-0002,BIDU,0,0,0,0,0,1,0,0,H,R6:ERNIE models compete in foundation models
FMR-0002,CCC,0,0,1,0,0,0,0,0,H,R3:AI-powered insurance claims software
FMR-0002,CDNS,0,0,1,0,0,0,0,0,H,R3:AI-powered EDA automation tools
FMR-0002,CRM,0,0,1,0,0,0,0,0,H,R3:Einstein GPT and Agentforce integrated into CRM platform
FMR-0002,CRWV,0,0,0,1,0,0,0,0,L,R4:AI deployed in healthcare IT workflows
FMR-0002,CSCO,0,0,0,1,0,0,0,0,M,R4:AI assistants and optimization in networking products
FMR-0002,CYBR,0,0,1,0,0,0,0,0,M,R3:AI-based identity security and threat detection
FMR-0002,DDOG,0,0,1,0,0,0,0,0,M,R3:AI observability assistant and LLM monitoring features
FMR-0002,DXC,0,0,0,0,1,0,0,0,H,R5:IT outsourcing and managed AI services
FMR-0002,ERIC,0,0,0,1,0,0,0,0,M,R4:AI-powered telecom network optimization
FMR-0002,EXPN LN,0,0,1,0,0,0,0,0,M,R3:AI-enhanced data and credit analytics products
FMR-0002,FTNT,0,0,1,0,0,0,0,0,M,R3:FortiAI and AI security features
FMR-0002,G,0,0,0,0,1,0,0,0,H,R5:BPO and process services with AI automation
FMR-0002,GEHC,0,0,0,1,0,0,0,0,H,R4:AI diagnostics in medical imaging equipment
FMR-0002,GOOGL,0,1,0,0,0,0,0,1,H,F2:listed parent of Google model releases; R2:Google Cloud and Vertex AI infrastructure
FMR-0002,HPE,1,0,0,0,1,0,0,0,M,R1:AI-optimized servers and HPC systems; R5:enterprise AI infrastructure and implementation services
FMR-0002,HUT,0,0,0,1,0,0,0,0,M,R4:crypto mining business transitioning toward AI and HPC hosting
FMR-0002,IBM,0,0,0,0,1,1,0,0,M,R6:Granite models compete in enterprise foundation models; R5:IBM Consulting helps enterprises adopt AI
FMR-0002,IFX GR,1,0,0,0,0,0,0,0,M,R1:power-management components for data centers
FMR-0002,INTC,1,0,0,0,0,0,0,0,H,R1:data-center CPUs and Gaudi AI accelerators
FMR-0002,META,0,0,0,0,0,1,0,0,H,R6:Llama family competes in foundation models
FMR-0002,MRVL,1,0,0,0,0,0,0,0,H,R1:custom AI silicon and data-center networking
FMR-0002,MSFT,0,1,1,0,0,1,0,0,H,R2:Azure cloud infrastructure for AI workloads; R6:Phi models and OpenAI partnership create model competition; R3:Microsoft Copilot integrates frontier LLM capability
FMR-0002,MU,1,0,0,0,0,0,0,0,H,R1:HBM and DRAM supplier for AI data centers
FMR-0002,NFLX,0,0,0,1,0,0,0,0,H,R4:AI recommendation and content operations in streaming
FMR-0002,NICE,0,0,1,0,0,0,0,0,M,R3:CXone AI for contact-center software
FMR-0002,NOW,0,0,1,0,0,0,0,0,H,R3:Now Assist embeds GenAI across the platform
FMR-0002,NVDA,1,0,0,0,0,0,0,0,H,R1:GPU and AI accelerator supplier for LLM training and inference
FMR-0002,NXPI,1,0,0,0,0,0,0,0,L,R1:edge AI processors for auto and IoT
FMR-0002,OKTA,0,0,1,0,0,0,0,0,M,R3:AI-powered identity security features
FMR-0002,ORCL,0,1,0,0,0,0,0,0,H,R2:OCI GPU cloud infrastructure for AI workloads
FMR-0002,PATH,0,0,1,0,0,0,0,0,H,R3:AI-powered automation is central to RPA products
FMR-0002,PEGA,0,0,1,0,0,0,0,0,M,R3:GenAI Blueprint and process automation features
FMR-0002,PLTR,0,0,1,0,0,0,0,0,H,R3:AIP embeds LLMs in flagship analytics platform
FMR-0002,PONY,0,0,0,1,0,0,0,0,M,R4:autonomous driving AI within mobility business
FMR-0002,QCOM,1,0,0,0,0,0,0,0,M,R1:edge and on-device AI inference chips
FMR-0002,QUBT,0,0,1,0,0,0,0,0,L,R3:quantum-AI optimization with marginal LLM relevance
FMR-0002,SHOP,0,0,1,0,0,0,0,0,M,R3:Shopify Magic and AI commerce features
FMR-0002,SIE GR,0,0,0,1,0,0,0,0,H,R4:industrial AI and digital-twin deployment
FMR-0002,SMCI,1,0,0,0,0,0,0,0,H,R1:AI-optimized GPU server systems
FMR-0002,SNAP,0,0,0,1,0,0,0,0,H,R4:AI features in social media and AR products
FMR-0002,SNOW,0,0,1,0,0,0,0,0,H,R3:Cortex AI embeds LLMs in data cloud products
FMR-0002,SNPS,0,0,1,0,0,0,0,0,H,R3:AI-powered EDA tools
FMR-0002,SOUN,0,0,1,0,0,0,0,0,H,R3:voice AI platform powered by foundation-model capability
FMR-0002,STNE,0,0,0,1,0,0,0,0,L,R4:AI deployed in payments and financial services
FMR-0002,STX,1,0,0,0,0,0,0,0,M,R1:data-center storage for AI data pipelines
FMR-0002,TDC,0,0,1,0,0,0,0,0,M,R3:AI and ML analytics platform features
FMR-0002,TEMN SW,0,0,1,0,0,0,0,0,M,R3:GenAI banking software features
FMR-0002,TIETO FH,0,0,0,0,1,0,0,0,H,R5:IT services and consulting with AI practice
FMR-0002,TRI,0,0,1,0,0,0,0,0,M,R3:AI-powered professional information products
FMR-0002,TSLA,0,0,0,1,0,0,0,0,H,R4:AI deployed in autonomous driving within automotive business
FMR-0002,TSM,1,0,0,0,0,0,0,0,H,R1:advanced-node foundry for AI accelerators
FMR-0002,TTD,0,0,1,0,0,0,0,0,M,R3:AI-powered programmatic ad bidding platform
FMR-0002,TWLO,0,0,1,0,0,0,0,0,M,R3:CustomerAI and LLM-powered communication APIs
FMR-0002,UBER,0,0,0,1,0,0,0,0,H,R4:AI for routing pricing and platform operations
FMR-0002,WDAY,0,0,1,0,0,0,0,0,M,R3:AI embedded in HCM and finance platform
FMR-0002,WIX,0,0,1,0,0,0,0,0,M,R3:AI website builder and content generation features
FMR-0002,WKL NA,0,0,1,0,0,0,0,0,M,R3:AI-powered professional workflow products
FMR-0002,WRD,0,0,0,1,0,0,0,0,L,R4:rugged computing with limited AI deployment relevance
FMR-0002,ZBRA,0,0,0,1,0,0,0,0,M,R4:AI deployed in warehouse and supply-chain automation
FMR-0002,ZS,0,0,1,0,0,0,0,0,M,R3:AI-powered zero-trust security features
FMR-0003,000660 KS,1,0,0,0,0,0,0,0,H,R1:HBM supplier for AI accelerators
FMR-0003,005930 KS,1,0,0,0,0,0,0,0,H,R1:HBM DRAM NAND and foundry services for AI hardware
FMR-0003,2353 TT,1,0,0,0,0,0,0,0,L,R1:PC and hardware maker with limited AI infrastructure exposure
FMR-0003,2395 TT,1,0,0,0,0,0,0,0,L,R1:industrial edge computing platforms
FMR-0003,3443 TT,1,0,0,0,0,0,0,0,L,R1:memory modules with indirect AI exposure
FMR-0003,3690 HK,0,0,0,1,0,0,0,0,M,R4:AI for delivery optimization and recommendations
FMR-0003,4755 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in e-commerce fintech and internet services
FMR-0003,5803 JP,1,0,0,0,0,0,0,0,L,R1:power and industrial systems for data centers
FMR-0003,6588 JP,0,0,0,1,0,0,0,0,L,R4:AI deployed in infrastructure and electronics
FMR-0003,6701 JP,0,0,0,0,1,0,0,0,H,R5:IT services and AI solutions for enterprise clients
FMR-0003,6702 JP,0,0,0,0,1,0,0,0,H,R5:IT services and AI consulting for enterprise clients
FMR-0003,6758 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in gaming imaging and entertainment
FMR-0003,6954 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in electronics and industrial solutions
FMR-0003,700 HK,0,0,0,0,0,1,0,0,M,R6:Hunyuan models compete in foundation models
FMR-0003,AAPL,0,0,0,0,0,1,0,0,M,R6:Apple Intelligence and on-device foundation models
FMR-0003,ACN,0,0,0,0,1,0,0,0,H,R5:IT consulting firm helping enterprises deploy GenAI
FMR-0003,ADBE,0,0,1,0,0,0,0,0,H,R3:Firefly generative AI integrated into Creative Cloud
FMR-0003,AI,0,0,1,0,0,0,0,0,H,R3:enterprise AI platform is the core product
FMR-0003,AMBA,1,0,0,0,0,0,0,0,L,R1:edge AI vision processors
FMR-0003,AMD,1,0,0,0,0,0,0,0,H,R1:MI accelerators and EPYC data-center CPUs
FMR-0003,AMP IM,0,0,0,1,0,0,0,0,L,R4:AI deployed in hearing solutions and fitting
FMR-0003,AMZN,0,1,0,0,0,1,0,0,M,R2:AWS cloud infrastructure and AI workloads; R6:Titan and Nova models compete in foundation models
FMR-0003,APP,0,0,1,0,0,0,0,0,H,R3:AXON AI ad optimization is core to product
FMR-0003,AVGO,1,0,0,0,0,0,0,0,H,R1:custom AI accelerators and data-center networking
FMR-0003,BABA,0,1,0,0,0,1,0,0,H,R2:Alibaba Cloud infrastructure and AI services; R6:Qwen family competes in foundation models
FMR-0003,BIDU,0,0,0,0,0,1,0,0,H,R6:ERNIE models compete in foundation models
FMR-0003,CCC,0,0,1,0,0,0,0,0,H,R3:AI-powered insurance claims software
FMR-0003,CDNS,0,0,1,0,0,0,0,0,H,R3:AI-powered EDA automation tools
FMR-0003,CRM,0,0,1,0,0,0,0,0,H,R3:Einstein GPT and Agentforce integrated into CRM platform
FMR-0003,CRWV,0,0,0,1,0,0,0,0,L,R4:AI deployed in healthcare IT workflows
FMR-0003,CSCO,0,0,0,1,0,0,0,0,M,R4:AI assistants and optimization in networking products
FMR-0003,CYBR,0,0,1,0,0,0,0,0,M,R3:AI-based identity security and threat detection
FMR-0003,DDOG,0,0,1,0,0,0,0,0,M,R3:AI observability assistant and LLM monitoring features
FMR-0003,DXC,0,0,0,0,1,0,0,0,H,R5:IT outsourcing and managed AI services
FMR-0003,ERIC,0,0,0,1,0,0,0,0,M,R4:AI-powered telecom network optimization
FMR-0003,EXPN LN,0,0,1,0,0,0,0,0,M,R3:AI-enhanced data and credit analytics products
FMR-0003,FTNT,0,0,1,0,0,0,0,0,M,R3:FortiAI and AI security features
FMR-0003,G,0,0,0,0,1,0,0,0,H,R5:BPO and process services with AI automation
FMR-0003,GEHC,0,0,0,1,0,0,0,0,H,R4:AI diagnostics in medical imaging equipment
FMR-0003,GOOGL,0,1,0,0,0,0,0,1,H,F2:listed parent of Google model releases; R2:Google Cloud and Vertex AI infrastructure
FMR-0003,HPE,1,0,0,0,1,0,0,0,M,R1:AI-optimized servers and HPC systems; R5:enterprise AI infrastructure and implementation services
FMR-0003,HUT,0,0,0,1,0,0,0,0,M,R4:crypto mining business transitioning toward AI and HPC hosting
FMR-0003,IBM,0,0,0,0,1,1,0,0,M,R6:Granite models compete in enterprise foundation models; R5:IBM Consulting helps enterprises adopt AI
FMR-0003,IFX GR,1,0,0,0,0,0,0,0,M,R1:power-management components for data centers
FMR-0003,INTC,1,0,0,0,0,0,0,0,H,R1:data-center CPUs and Gaudi AI accelerators
FMR-0003,META,0,0,0,0,0,1,0,0,H,R6:Llama family competes in foundation models
FMR-0003,MRVL,1,0,0,0,0,0,0,0,H,R1:custom AI silicon and data-center networking
FMR-0003,MSFT,0,1,1,0,0,1,0,0,H,R2:Azure cloud infrastructure for AI workloads; R6:Phi models and OpenAI partnership create model competition; R3:Microsoft Copilot integrates frontier LLM capability
FMR-0003,MU,1,0,0,0,0,0,0,0,H,R1:HBM and DRAM supplier for AI data centers
FMR-0003,NFLX,0,0,0,1,0,0,0,0,H,R4:AI recommendation and content operations in streaming
FMR-0003,NICE,0,0,1,0,0,0,0,0,M,R3:CXone AI for contact-center software
FMR-0003,NOW,0,0,1,0,0,0,0,0,H,R3:Now Assist embeds GenAI across the platform
FMR-0003,NVDA,1,0,0,0,0,0,0,0,H,R1:GPU and AI accelerator supplier for LLM training and inference
FMR-0003,NXPI,1,0,0,0,0,0,0,0,L,R1:edge AI processors for auto and IoT
FMR-0003,OKTA,0,0,1,0,0,0,0,0,M,R3:AI-powered identity security features
FMR-0003,ORCL,0,1,0,0,0,0,0,0,H,R2:OCI GPU cloud infrastructure for AI workloads
FMR-0003,PATH,0,0,1,0,0,0,0,0,H,R3:AI-powered automation is central to RPA products
FMR-0003,PEGA,0,0,1,0,0,0,0,0,M,R3:GenAI Blueprint and process automation features
FMR-0003,PLTR,0,0,1,0,0,0,0,0,H,R3:AIP embeds LLMs in flagship analytics platform
FMR-0003,PONY,0,0,0,1,0,0,0,0,M,R4:autonomous driving AI within mobility business
FMR-0003,QCOM,1,0,0,0,0,0,0,0,M,R1:edge and on-device AI inference chips
FMR-0003,QUBT,0,0,1,0,0,0,0,0,L,R3:quantum-AI optimization with marginal LLM relevance
FMR-0003,SHOP,0,0,1,0,0,0,0,0,M,R3:Shopify Magic and AI commerce features
FMR-0003,SIE GR,0,0,0,1,0,0,0,0,H,R4:industrial AI and digital-twin deployment
FMR-0003,SMCI,1,0,0,0,0,0,0,0,H,R1:AI-optimized GPU server systems
FMR-0003,SNAP,0,0,0,1,0,0,0,0,H,R4:AI features in social media and AR products
FMR-0003,SNOW,0,0,1,0,0,0,0,0,H,R3:Cortex AI embeds LLMs in data cloud products
FMR-0003,SNPS,0,0,1,0,0,0,0,0,H,R3:AI-powered EDA tools
FMR-0003,SOUN,0,0,1,0,0,0,0,0,H,R3:voice AI platform powered by foundation-model capability
FMR-0003,STNE,0,0,0,1,0,0,0,0,L,R4:AI deployed in payments and financial services
FMR-0003,STX,1,0,0,0,0,0,0,0,M,R1:data-center storage for AI data pipelines
FMR-0003,TDC,0,0,1,0,0,0,0,0,M,R3:AI and ML analytics platform features
FMR-0003,TEMN SW,0,0,1,0,0,0,0,0,M,R3:GenAI banking software features
FMR-0003,TIETO FH,0,0,0,0,1,0,0,0,H,R5:IT services and consulting with AI practice
FMR-0003,TRI,0,0,1,0,0,0,0,0,M,R3:AI-powered professional information products
FMR-0003,TSLA,0,0,0,1,0,0,0,0,H,R4:AI deployed in autonomous driving within automotive business
FMR-0003,TSM,1,0,0,0,0,0,0,0,H,R1:advanced-node foundry for AI accelerators
FMR-0003,TTD,0,0,1,0,0,0,0,0,M,R3:AI-powered programmatic ad bidding platform
FMR-0003,TWLO,0,0,1,0,0,0,0,0,M,R3:CustomerAI and LLM-powered communication APIs
FMR-0003,UBER,0,0,0,1,0,0,0,0,H,R4:AI for routing pricing and platform operations
FMR-0003,WDAY,0,0,1,0,0,0,0,0,M,R3:AI embedded in HCM and finance platform
FMR-0003,WIX,0,0,1,0,0,0,0,0,M,R3:AI website builder and content generation features
FMR-0003,WKL NA,0,0,1,0,0,0,0,0,M,R3:AI-powered professional workflow products
FMR-0003,WRD,0,0,0,1,0,0,0,0,L,R4:rugged computing with limited AI deployment relevance
FMR-0003,ZBRA,0,0,0,1,0,0,0,0,M,R4:AI deployed in warehouse and supply-chain automation
FMR-0003,ZS,0,0,1,0,0,0,0,0,M,R3:AI-powered zero-trust security features
FMR-0004,000660 KS,1,0,0,0,0,0,0,0,H,R1:HBM supplier for AI accelerators
FMR-0004,005930 KS,1,0,0,0,0,0,0,0,H,R1:HBM DRAM NAND and foundry services for AI hardware
FMR-0004,2353 TT,1,0,0,0,0,0,0,0,L,R1:PC and hardware maker with limited AI infrastructure exposure
FMR-0004,2395 TT,1,0,0,0,0,0,0,0,L,R1:industrial edge computing platforms
FMR-0004,3443 TT,1,0,0,0,0,0,0,0,L,R1:memory modules with indirect AI exposure
FMR-0004,3690 HK,0,0,0,1,0,0,0,0,M,R4:AI for delivery optimization and recommendations
FMR-0004,4755 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in e-commerce fintech and internet services
FMR-0004,5803 JP,1,0,0,0,0,0,0,0,L,R1:power and industrial systems for data centers
FMR-0004,6588 JP,0,0,0,1,0,0,0,0,L,R4:AI deployed in infrastructure and electronics
FMR-0004,6701 JP,0,0,0,0,1,0,0,0,H,R5:IT services and AI solutions for enterprise clients
FMR-0004,6702 JP,0,0,0,0,1,0,0,0,H,R5:IT services and AI consulting for enterprise clients
FMR-0004,6758 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in gaming imaging and entertainment
FMR-0004,6954 JP,0,0,0,1,0,0,0,0,M,R4:AI deployed in electronics and industrial solutions
FMR-0004,700 HK,0,0,0,0,0,1,0,0,M,R6:Hunyuan models compete in foundation models
FMR-0004,AAPL,0,0,0,0,0,1,0,0,M,R6:Apple Intelligence and on-device foundation models
FMR-0004,ACN,0,0,0,0,1,0,0,0,H,R5:IT consulting firm helping enterprises deploy GenAI
FMR-0004,ADBE,0,0,1,0,0,0,0,0,H,R3:Firefly generative AI integrated into Creative Cloud
FMR-0004,AI,0,0,1,0,0,0,0,0,H,R3:enterprise AI platform is the core product
FMR-0004,AMBA,1,0,0,0,0,0,0,0,L,R1:edge AI vision processors
