"label","outcome","sample","term","coef","se","p_value","ci_lo","ci_hi","n","events","r_squared"
"sentiment asymmetry w20","mkt_car_1","all event-firm panel","sent_w20_neg_abs",-0.000642066053391985,0.00289981587748702,0.825619301110111,-0.00645836013682074,0.00517422803003677,4155,54,0.0163958461588984
"sentiment mean w5","mkt_car_5","all event-firm panel","z_sent_w5",-0.00118482839534184,0.0021433637361788,0.58308423617105,-0.00549919582677965,0.00312953903609596,3687,47,0.111235792962429
"sentiment mean and disagreement w5","mkt_car_5","all event-firm panel","z_sent_w5",-0.00119255735116837,0.00219352592072927,0.589411846381987,-0.00561331836550805,0.00322820366317131,3605,45,0.116871409542538
"sentiment mean and disagreement w5","mkt_car_5","all event-firm panel","z_sent_sd_w5",-0.000879324452540679,0.00265239455112163,0.741824902446226,-0.00622487442550254,0.00446622552042118,3605,45,0.116871409542538
"sentiment asymmetry w5","mkt_car_5","all event-firm panel","sent_w5_pos_part",-0.0037949212292045,0.00362223609126784,0.300262772421625,-0.0110861043155647,0.00349626185715565,3687,47,0.111632012298978
"sentiment asymmetry w5","mkt_car_5","all event-firm panel","sent_w5_neg_abs",-0.00179234951773798,0.00363718968197934,0.624509226402025,-0.00911363262102936,0.0055289335855534,3687,47,0.111632012298978
"sentiment negative interaction w5","mkt_car_5","all event-firm panel","z_sent_w5",-0.00264327969834697,0.00335140088580025,0.434328321567084,-0.00938929979158897,0.00410274039489503,3687,47,0.111729982678505
"sentiment negative interaction w5","mkt_car_5","all event-firm panel","sent_w5_negative",1.35062400269354e-05,0.005557295954883,0.998071363187314,-0.0111727503294498,0.0111997628095037,3687,47,0.111729982678505
"sentiment negative interaction w5","mkt_car_5","all event-firm panel","z_sent_w5:sent_w5_negative",0.00450067368884036,0.00498726282451083,0.371527877773765,-0.00553816570127196,0.0145395130789527,3687,47,0.111729982678505
"sentiment disagreement x intelligence","mkt_car_5","all event-firm panel","z_sent_w5",-0.00148596396862115,0.00261318529033629,0.573130403387616,-0.00678574937940254,0.00381382144216023,2964,37,0.117732125678168
"sentiment disagreement x intelligence","mkt_car_5","all event-firm panel","z_sent_sd_w5",-0.00143902624802761,0.00302500951338589,0.637155342756548,-0.00757402989503432,0.00469597739897911,2964,37,0.117732125678168
"sentiment disagreement x intelligence","mkt_car_5","all event-firm panel","z_intelligence",0.00426399828517692,0.00401013807225916,0.294724575370437,-0.00386893868227519,0.012396935252629,2964,37,0.117732125678168
"sentiment disagreement x intelligence","mkt_car_5","all event-firm panel","z_sent_sd_w5:z_intelligence",-0.000506054312151666,0.00241897815101143,0.835470117205913,-0.00541196938872072,0.00439986076441739,2964,37,0.117732125678168
"sentiment mean and disagreement w20","mkt_car_5","all event-firm panel","z_sent_w20",-0.00110288820141815,0.00184993846530976,0.553747480937318,-0.00481859896274175,0.00261282255990546,3931,51,0.127697555712876
"sentiment mean and disagreement w20","mkt_car_5","all event-firm panel","z_sent_sd_w20",0.000260921170583818,0.00217858026989077,0.905147979210751,-0.00411488608194821,0.00463672842311585,3931,51,0.127697555712876
"sentiment asymmetry w20","mkt_car_5","all event-firm panel","sent_w20_pos_part",-0.00307466185151521,0.00320579766844998,0.341866309058469,-0.00950467768680811,0.00335535398377769,4171,54,0.160382509936019
"sentiment asymmetry w20","mkt_car_5","all event-firm panel","sent_w20_neg_abs",-0.00231955250588979,0.00395623763881378,0.56016103771313,-0.0102547603064664,0.00561565529468677,4171,54,0.160382509936019
"sentiment mean w5","mkt_car_20","all event-firm panel","z_sent_w5",-0.00948013415077022,0.00343097287102358,0.00820494946840296,-0.0163863243428655,-0.00257394395867488,3690,47,0.290349974080056
"sentiment mean and disagreement w5","mkt_car_20","all event-firm panel","z_sent_w5",-0.00883701979321366,0.00340168911365003,0.012713254195769,-0.0156926737312023,-0.00198136585522504,3608,45,0.292278898421884
"sentiment mean and disagreement w5","mkt_car_20","all event-firm panel","z_sent_sd_w5",0.000339469715657409,0.00415872148704949,0.935312423768805,-0.00804188272048468,0.0087208221517995,3608,45,0.292278898421884
"sentiment asymmetry w5","mkt_car_20","all event-firm panel","sent_w5_pos_part",-0.0163206430584407,0.00634230212736005,0.0133627765216819,-0.0290870350976211,-0.00355425101926036,3690,47,0.290934827203
"sentiment asymmetry w5","mkt_car_20","all event-firm panel","sent_w5_neg_abs",0.00165179166292602,0.00833881590935495,0.843851625401119,-0.0151333741812139,0.0184369575070659,3690,47,0.290934827203
"sentiment negative interaction w5","mkt_car_20","all event-firm panel","z_sent_w5",-0.0104780956848674,0.00440669792111214,0.0216298165911635,-0.0193483185360414,-0.00160787283369334,3690,47,0.29048627782946
"sentiment negative interaction w5","mkt_car_20","all event-firm panel","sent_w5_negative",-0.0162680316278808,0.0253842003159837,0.524785742046165,-0.0673637767260136,0.034827713470252,3690,47,0.29048627782946
"sentiment negative interaction w5","mkt_car_20","all event-firm panel","z_sent_w5:sent_w5_negative",-0.00713850759392004,0.0117874530252362,0.547755495184022,-0.0308654199108875,0.0165884047230474,3690,47,0.29048627782946
"sentiment disagreement x intelligence","mkt_car_20","all event-firm panel","z_sent_w5",-0.00926052419975268,0.00415175844306581,0.0320368413489259,-0.0176806805916544,-0.000840367807850975,2966,37,0.303619075291326
"sentiment disagreement x intelligence","mkt_car_20","all event-firm panel","z_sent_sd_w5",-0.00320159126698886,0.00462840170444506,0.493546009539472,-0.0125884249979016,0.00618524246392386,2966,37,0.303619075291326
"sentiment disagreement x intelligence","mkt_car_20","all event-firm panel","z_intelligence",0.0190294744931915,0.00623983507467941,0.00428032737016133,0.00637450241112676,0.0316844465752562,2966,37,0.303619075291326
"sentiment disagreement x intelligence","mkt_car_20","all event-firm panel","z_sent_sd_w5:z_intelligence",-0.00503473741829501,0.00691740417583592,0.471421501485939,-0.019063883329665,0.00899440849307494,2966,37,0.303619075291326
"sentiment mean and disagreement w20","mkt_car_20","all event-firm panel","z_sent_w20",-0.0113690772702023,0.0035341293100077,0.0022744599373794,-0.0184675848991606,-0.00427056964124394,3934,51,0.306765859626239
"sentiment mean and disagreement w20","mkt_car_20","all event-firm panel","z_sent_sd_w20",-0.00399963700060977,0.00354089931483867,0.264054201717154,-0.0111117425844603,0.00311246858324078,3934,51,0.306765859626239
"sentiment asymmetry w20","mkt_car_20","all event-firm panel","sent_w20_pos_part",-0.013293842663451,0.00537016041374528,0.0165354483127524,-0.0240650204075351,-0.00252266491936682,4174,54,0.302354097301307
"sentiment asymmetry w20","mkt_car_20","all event-firm panel","sent_w20_neg_abs",0.00811286064677673,0.00872624028056571,0.356737302513593,-0.00938976085014941,0.0256154821437029,4174,54,0.302354097301307
"sentiment mean w5","ff3_car_20","all event-firm panel","z_sent_w5",-0.00401271782069283,0.0033051208172082,0.23090940977114,-0.0106655809675482,0.00264014532616253,3713,47,0.282578407225749
"sentiment mean and disagreement w5","ff3_car_20","all event-firm panel","z_sent_w5",-0.00365551476180175,0.00331581197091043,0.276260115782402,-0.0103380946909271,0.0030270651673236,3630,45,0.281148477249028
"sentiment mean and disagreement w5","ff3_car_20","all event-firm panel","z_sent_sd_w5",0.00146561255817179,0.003051200065111,0.633365457171758,-0.00468367711619362,0.00761490223253719,3630,45,0.281148477249028
"sentiment asymmetry w5","ff3_car_20","all event-firm panel","sent_w5_pos_part",-0.0137145065514718,0.00645686836391166,0.0390763938484069,-0.0267115084639917,-0.000717504638951915,3713,47,0.283782683986966
"sentiment asymmetry w5","ff3_car_20","all event-firm panel","sent_w5_neg_abs",-0.00707793044680891,0.00640856193352026,0.275142170341858,-0.0199776965581944,0.0058218356645766,3713,47,0.283782683986966
"sentiment negative interaction w5","ff3_car_20","all event-firm panel","z_sent_w5",-0.00514647325809712,0.00431577453539034,0.23918843336903,-0.0138336768263129,0.00354073031011864,3713,47,0.282662866804538
"sentiment negative interaction w5","ff3_car_20","all event-firm panel","sent_w5_negative",-0.00766310881149219,0.0192650280974003,0.692637495595779,-0.0464415990818085,0.0311153814588241,3713,47,0.282662866804538
"sentiment negative interaction w5","ff3_car_20","all event-firm panel","z_sent_w5:sent_w5_negative",-0.00131911142477137,0.00895320437218716,0.883512278993197,-0.0193409771017731,0.0167027542522304,3713,47,0.282662866804538
"sentiment disagreement x intelligence","ff3_car_20","all event-firm panel","z_sent_w5",-0.00428726186890563,0.00437537272935707,0.333693603086152,-0.0131609290533682,0.0045864053155569,2984,37,0.291374035311467
"sentiment disagreement x intelligence","ff3_car_20","all event-firm panel","z_sent_sd_w5",-0.00320896279333703,0.00374254757354583,0.396881057731709,-0.0107992010756293,0.00438127548895521,2984,37,0.291374035311467
"sentiment disagreement x intelligence","ff3_car_20","all event-firm panel","z_intelligence",0.0130713401839101,0.0062060267658654,0.042221122231711,0.000484934530134344,0.0256577458376858,2984,37,0.291374035311467
"sentiment disagreement x intelligence","ff3_car_20","all event-firm panel","z_sent_sd_w5:z_intelligence",-0.00806868978381314,0.0051421872091469,0.125369808786588,-0.0184975288146024,0.0023601492469761,2984,37,0.291374035311467
"sentiment mean and disagreement w20","ff3_car_20","all event-firm panel","z_sent_w20",-0.00460159423676895,0.00366777814656058,0.215457124716125,-0.0119685434542072,0.00276535498066935,3959,51,0.296011153891516
"sentiment mean and disagreement w20","ff3_car_20","all event-firm panel","z_sent_sd_w20",-0.00168700474889471,0.00308902143139725,0.587405840941515,-0.0078914868924022,0.00451747739461278,3959,51,0.296011153891516
"sentiment asymmetry w20","ff3_car_20","all event-firm panel","sent_w20_pos_part",-0.0102068585970715,0.00633299086412231,0.112967920673125,-0.0229092296611695,0.00249551246702648,4200,54,0.290874793018721
"sentiment asymmetry w20","ff3_car_20","all event-firm panel","sent_w20_neg_abs",-0.00118126834133848,0.00678666090245137,0.862483521585138,-0.0147935862680107,0.0124310495853337,4200,54,0.290874793018721
