final_event_id,release_date,release_year,release_month,release_quarter,trend_month,event_name,Unnamed: 7,true_model_creator,creator_country,creator_type,model_names,company,搜索代码1,搜索代码2,company_id,relationship_old,industry,industry_2,size_log_assets,bm_ratio,volatility,momentum,car_pre,car_1,car_2,car_3,car_5,car_10,car_15,car_20,"FF3异常收益[-10,-2]",ff3_car_1,ff3_car_2,ff3_car_3,ff3_car_5,ff3_car_10,ff3_car_15,ff3_car_20,"媒体态度均值(2,2)",媒体态度标准差,"媒体态度均值(3,3)","媒体态度均值(5,5)","媒体态度均值(10,10)","媒体态度均值(15,15)","媒体态度均值(20,20)",填充代表性 AA 能力指标的模型,合并事件包含的原始模型行数量,合并规则,模型家族名称,模型变体信息,model_modality,该事件包含的所有模态,是否跨模态发布,是否为模型家族或多模型事件,是否包含多模态模型,是否包含推理模型,是否包含代码模型,是否包含图像、视频等媒体生成模型,is_open_weight,is_chinese_model,candidate_tier,对美股 AI 相关公司的潜在相关性,潜在美股暴露类型，用于后续公司-事件关系映射,显而易见的潜在美股暴露 ticker,是否仍需构造公司,是否可进入 LLM 能力机制样本,是否可进入 media 模型能力补充样本,代表模型在 Artificial Analysis 中的名称,代表模型在 Artificial Analysis 中的发布者名称,模型来自 AA LLM 表还是 AA media 表,模型选择规则说明,该事件中所有匹配到的 AA 模型 ID,该事件中所有匹配到的 AA 模型名称,aa_intelligence_index,relationship_notes,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,relationship_confidence,relationship_justification
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,思科,思科45400,思科2024Q2,CSCO,,信息技术,通信设备,7.695,0.204,0.2137195573189003,-0.018330345,0.011227086,0.02089263,0.016184282,0.019404234,0.008370072,0.010890849,-0.017589602,-0.007884902,0.015277223,0.01655992,0.013297104,0.015672974,0.003352176,0.010910424,-0.013870582,-0.004381742,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Networking/IT infrastructure firm; AI networking, positioned to supply and deplo); No identified relationship",0,0,0,1,0,0,0,0,M,AI-powered networking and security products; core business is networking equipment
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,腾讯控股,腾讯控股45400,腾讯控股2024Q2,700 HK,,通信服务,互联网服务和基础设施,8.177,0.32,0.3710226493019899,-0.146140247,0.006133007,0.008343781,0.023911388,0.015373494,0.065427364,0.057770682,0.067549497,0.060447564,-0.00025761,0.012727528,0.026721233,0.016718689,0.070961558,0.060631422,0.075487993,0.062662334,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Tencent Cloud AI, WeChat AI features — positioned as both competitor (Hunyuan) a); competitor=1 (high)",0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,英伟达,英伟达45400,英伟达2024Q2,NVDA,,信息技术,半导体和半导体设备,7.077,0.0334,0.4429252673450824,2.438010104935872,0.040835922,-0.100517822,-0.08349201,-0.080039552,-0.063114098,-0.003279334,-0.052778436,-0.073904996,0.029362252,-0.064785506,-0.05369281,-0.044195573,-0.021845177,0.01828153,-0.018055198,-0.058875339,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,business_upstream=1 by researcher convention (Nvidia is universal upstream); upstream=1 (high),1,0,0,0,0,0,0,0,H,GPU supplier for AI training/inference; dominant AI accelerator provider
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,亚马逊,亚马逊45400,亚马逊2024Q2,AMZN,,非必需消费品,互联网零售,9.675,0.128,0.2856516110031136,0.7633148054573016,0.031512938,-0.023965577,-0.023376316,-0.017992621,-0.024069936,-0.007161654,0.041194862,0.044185036,0.020903706,-0.003677347,-0.007575017,0.001411935,-0.000616786,0.001024041,0.048699035,0.044517325,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (AWS AI/ML services, Amazon.com AI features, Alexa — positioned as both competito); competitor=1 (high)",0,1,0,0,0,1,0,0,H,AWS hosts AI workloads; Titan/Nova competes
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,Palantir,Palantir45400,Palantir2024Q2,PLTR,,信息技术,软件,3.62,0.094,0.7656271598731688,2.0456852791878175,0.01812577,-0.027463672,-0.024529746,-0.029178099,-0.023934265,0.022612823,0.053222388,-0.033112291,-0.025740579,-0.010121492,-0.020525773,-0.020639783,-0.003705512,-0.004861018,-0.044136766,-0.102525354,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Data analytics/AI platform; AIP (Artificial Intelligence Platform) integrates LL); No identified relationship,0,0,1,0,0,0,0,0,H,AIP platform directly integrates LLMs
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,IBM,IBM45400,IBM2024Q2,IBM,,信息技术,IT服务,7.169,0.185,0.2358036543025071,0.5497615005255074,0.000519238,0.005319767,0.020719543,0.028482928,0.007908023,-0.104196856,-0.120298929,-0.111800795,0.000600373,0.00604766,0.021412559,0.029285921,0.008747061,-0.103445741,-0.118652611,-0.110863986,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Enterprise IT/consulting/software firm; watsonx AI platform, major AI consulting); competitor=1 (medium)",0,0,0,0,1,1,0,0,H,AI consulting services (watsonx) plus own Granite foundation models competing with creators
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,微软,微软45400,微软2024Q2,MSFT,,信息技术,软件,10.144,0.0815,0.2009538565850546,0.4934688472962816,0.007543569,-0.018596567,-0.014201781,-0.019492756,-0.022249129,-0.022165774,-0.016458474,-0.008634459,-0.00535722,0.003004301,0.002183509,0.000796005,0.002729788,-0.015040539,-0.013255646,-0.011495653,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise software/productivity/cloud firm; Azure OpenAI Service, Copilot, Offi); No identified relationship",0,1,1,0,0,1,0,0,H,Azure hosts AI workloads; Copilot integrates AI; Phi competes
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,Meta（Facebook）,Meta（Facebook）45400,Meta（Facebook）2024Q2,META,,通信服务,互联网服务和基础设施,9.11,0.168,0.4201335613902722,1.5406676550278613,-0.015710529,-0.01228404,-0.012572744,-0.012973287,-0.030695262,-0.171969994,-0.12825451,-0.081191114,-0.014198393,0.003037621,0.001961339,0.003883925,-0.013033057,-0.156353382,-0.094184227,-0.06186388,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Social media platform; AI-powered content recommendation, advertising, AI assist); owner=1 (high)",0,0,0,0,0,0,0,1,H,Meta Platforms is the listed entity
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,西门子（德国）,西门子（德国）45400,西门子（德国）2024Q2,SIE GR,,工业,工业集团,7.068,0.336,0.2322616812198731,0.3367792661619102,0.040997615,0.003727811,0.008867971,0.020630691,0.003668254,0.040822899,0.048392635,0.041916722,0.0451932,-0.003282899,0.003742258,0.01379464,-0.00407089,0.039508267,0.051323649,0.044801123,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,No identified relationship,0,0,0,1,0,0,0,0,H,Industrial AI digital twin and automation; core business is industrial technology
FMR-0001,2024/4/18,2024,24-Apr,2024Q2,17,LLaMA 3,Meta-Llama-3-8B model card,Meta,United States,listed_us_company,LLaMA 3,Salesforce,Salesforce45400,Salesforce2024Q2,CRM,,信息技术,软件,7.387,0.37,0.2856323288404943,0.6256965106843386,-0.038955839,-0.000782067,0.018343277,-0.035660851,-0.044615294,-0.065623947,-0.083062404,-0.06040427,-0.054402264,0.016344209,0.029909399,-0.020781779,-0.024783551,-0.06514371,-0.096084212,-0.073124063,0.1005636817745624,0.3457705588519821,0.1003324515999309,0.112317135406507,0.0853794315321879,0.0831696991201328,0.0876426256802534,LLaMA 3,1,single_model_event,Llama,3,text_llm,text_llm,0,1,0,0,0,0,1,0,Tier 2,high,publisher,META,0,1,0,Llama 3 Instruct 70B,Meta,aa_llm_models,highest AA Intelligence Index for LLM releases; highest AA media Elo for media releases; representative row used for reported capability metrics,aa83359a-d804-4f0b-b5bf-dc637711c26f,Llama 3 Instruct 70B,8.9,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise CRM/software firm; Einstein GPT integrates LLM capabilities into CRM ); No identified relationship,0,0,1,0,0,0,0,0,H,Einstein GPT/Agentforce
