ticker,company,creator,r1_upstream_hardware,r1_upstream_hardware_conf,r2_upstream_cloud,r2_upstream_cloud_conf,r3_downstream_integrator,r3_downstream_integrator_conf,r4_downstream_deployer,r4_downstream_deployer_conf,r5_downstream_enabler,r5_downstream_enabler_conf,r6_competitor,r6_competitor_conf,f2_is_owner,f2_is_owner_conf,f1_is_investor,f1_is_investor_conf,justification,coder,coded_at
ADBE,Adobe Inc.,Recraft,0,,0,,1,M,0,,0,,1,M,0,,0,,R6:Firefly competes with image and video generation model creators; R3:Firefly and generative AI are embedded in creative software products,B,2026-07-27
ADBE,Adobe Inc.,KlingAI,0,,0,,1,M,0,,0,,1,M,0,,0,,R6:Firefly competes with image and video generation model creators; R3:Firefly and generative AI are embedded in creative software products,B,2026-07-27
ADBE,Adobe Inc.,Vidu,0,,0,,1,M,0,,0,,1,M,0,,0,,R6:Firefly competes with image and video generation model creators; R3:Firefly and generative AI are embedded in creative software products,B,2026-07-27
ADBE,Adobe Inc.,ElevenLabs,0,,0,,1,H,0,,0,,0,,0,,0,,R3:Firefly and generative AI are embedded in creative software products,B,2026-07-27
ADBE,Adobe Inc.,ByteDance Seed,0,,0,,1,M,0,,0,,1,M,0,,0,,R6:Firefly competes with image and video generation model creators; R3:Firefly and generative AI are embedded in creative software products,B,2026-07-27
AMD,Advanced Micro Devices,OpenAI,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Google,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Anthropic,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,DeepSeek,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Alibaba,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,xAI,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Meta,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Mistral,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Microsoft,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Kimi,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Z AI,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Amazon,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,MiniMax,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Stability.ai,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Midjourney,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Runway,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Black Forest Labs,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Suno,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Udio,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Kyutai,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Recraft,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,KlingAI,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,Vidu,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,ElevenLabs,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
AMD,Advanced Micro Devices,ByteDance Seed,1,H,0,,0,,0,,0,,0,,0,,0,,R1:GPU accelerators and data-center CPUs for AI workloads,B,2026-07-27
GOOGL,Alphabet Inc. (Class A),OpenAI,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Google,0,,1,H,0,,0,,0,,0,,1,H,0,,F2:Alphabet share class is listed parent of Google releases; R2:Google Cloud provides AI infrastructure,B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Anthropic,0,,1,H,0,,0,,0,,1,H,0,,1,H,"F1:Alphabet has a documented equity investment in Anthropic; R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),DeepSeek,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Alibaba,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),xAI,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Meta,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Mistral,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Microsoft,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Kimi,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Z AI,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Amazon,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),MiniMax,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Stability.ai,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Midjourney,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Runway,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Black Forest Labs,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Suno,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Udio,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Kyutai,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Recraft,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),KlingAI,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),Vidu,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),ElevenLabs,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOGL,Alphabet Inc. (Class A),ByteDance Seed,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),OpenAI,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Google,0,,1,H,0,,0,,0,,0,,1,H,0,,F2:Alphabet share class is listed parent of Google releases; R2:Google Cloud provides AI infrastructure,B,2026-07-27
GOOG,Alphabet Inc. (Class C),Anthropic,0,,1,H,0,,0,,0,,1,H,0,,1,H,"F1:Alphabet has a documented equity investment in Anthropic; R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),DeepSeek,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Alibaba,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),xAI,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Meta,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Mistral,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Microsoft,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Kimi,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Z AI,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Amazon,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),MiniMax,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Stability.ai,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Midjourney,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Runway,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Black Forest Labs,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Suno,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Udio,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Kyutai,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Recraft,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),KlingAI,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),Vidu,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),ElevenLabs,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
GOOG,Alphabet Inc. (Class C),ByteDance Seed,0,,1,H,0,,0,,0,,1,H,0,,0,,"R2:Google Cloud provides AI infrastructure; R6:Gemini, Imagen and Veo compete across AI model markets",B,2026-07-27
ADI,Analog Devices,OpenAI,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Google,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Anthropic,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,DeepSeek,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Alibaba,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,xAI,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Meta,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Mistral,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Microsoft,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Kimi,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Z AI,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Amazon,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,MiniMax,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Stability.ai,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Midjourney,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Runway,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Black Forest Labs,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Suno,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Udio,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Kyutai,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Recraft,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,KlingAI,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,Vidu,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,ElevenLabs,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
ADI,Analog Devices,ByteDance Seed,1,M,0,,0,,0,,0,,0,,0,,0,,R1:analog and power semiconductors used in AI data-center hardware,B,2026-07-27
AAPL,Apple Inc.,OpenAI,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Google,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Anthropic,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,DeepSeek,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Alibaba,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,xAI,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Meta,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Mistral,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Microsoft,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Kimi,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Z AI,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Amazon,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,MiniMax,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Stability.ai,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Midjourney,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Runway,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Black Forest Labs,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Suno,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Udio,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Kyutai,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
AAPL,Apple Inc.,Recraft,0,,0,,0,,1,M,0,,1,M,0,,0,,R6:Apple Intelligence and Apple foundation models compete in consumer AI; R4:Apple Intelligence and on-device AI augment a hardware and services business,B,2026-07-27
